passage,response,atomic_units,hallucinated_atomic_units
'today a great number of small and middle sized businesses dominate the economy.' Provide only the simplified text as the response.,"Today, many small and medium-sized businesses are key players in the economy."," Small and medium-sized businesses are key players in the economy. | True |
 Many small and medium-sized businesses exist today. | True",
'in she was elected an independent member of the new south wales legislative assembly lrb mla rrb for the seat of balmain.' Provide only the simplified text as the response.,She was elected as an independent member of the New South Wales Legislative Assembly (MLA) for the seat of Balmain.," The person mentioned in the passage is a woman. | True |
 She was elected as a member of the New South Wales Legislative Assembly (MLA). | True |
 She represents the seat of Balmain. | True |
 She was elected as an independent candidate. | True",
'it is closely related to the amethyst throated sunangel and species limits in this complex are unclear.' Provide only the simplified text as the response.,"It is closely related to the amethyst throated sunangel, but species limits in this group are unclear."," The subject of the passage is closely related to the amethyst throated sunangel. | True |
 Species limits in this group are unclear. | True",
'the keystone of the british defense was the complex infrastructure of detection command and control that ran the battle.' Provide only the simplified text as the response.,"The key to British defense was their advanced system for detecting, commanding, and controlling the battle."," British defense relied on an advanced system. | True |
 The system was used for detecting, commanding, and controlling the battle. | True",
'this does not conflict with either of the above theories however since both increased warfare and internal unrest can also be effects of a general period of drought and famine.' Provide only the simplified text as the response.,"This doesn't contradict the theories above, as increased warfare and internal unrest can also result from a general period of drought and famine."," Increased warfare can result from a general period of drought and famine. | True |
 Internal unrest can result from a general period of drought and famine. | True |
 The theories mentioned above are not contradicted by the idea that increased warfare and internal unrest can result from a general period of drought and famine. | True",
'these adaptations to an oxygen rich environment might include high concentrations of protective enzymes.' Provide only the simplified text as the response.,Adapting to oxygen-rich environments may involve having high levels of protective enzymes.," Adapting to oxygen-rich environments | True |
 May involve having high levels of protective enzymes | True",
'this was the largest earthquake to hit vancouver island and the largest onshore earthquake in canada.' Provide only the simplified text as the response.,This was the biggest earthquake on Vancouver Island and the largest on land in Canada.," The earthquake occurred on Vancouver Island. | True |
 It was the biggest earthquake on Vancouver Island. | True |
 It was the largest earthquake on land in Canada. | True",
'in the origin darwin had deliberately avoided tackling human evolution but left a gnomic trailer light will be thrown on the origin of man and his history.' Provide only the simplified text as the response.,"Darwin initially avoided discussing human evolution, but hinted that more insight would come later."," Darwin initially avoided discussing human evolution. | True |
 Darwin hinted that more insight on human evolution would come later. | True",
'in his twenties he tried to create diamonds by heating graphite and shorted out glasgow s electricity supply.' Provide only the simplified text as the response.,"In his twenties, he tried to make diamonds by heating graphite and accidentally caused a power outage in Glasgow."," The person mentioned in the passage was in his twenties. | True |
 He attempted to make diamonds by heating graphite. | True |
 His experiment caused a power outage in Glasgow. | True",
'dj dougal lrb real name paul arnold clarke born rrb is a british uk hardcore and happy hardcore artist and dj.' Provide only the simplified text as the response.,"DJ Dougal, whose real name is Paul Arnold Clarke, is a British artist and DJ known for UK hardcore and happy hardcore music."," DJ Dougal's real name is Paul Arnold Clarke. | True |
 DJ Dougal is a British artist and DJ. | True |
 DJ Dougal is known for UK hardcore and happy hardcore music. | True",
'cbbc lrb a contraction of the original name children s bbc short for children s bbc and children s british broadcasting corporation rrb is the brand name used for the bbc s children s television programs and currently specifically refers to those programs aimed at children.' Provide only the simplified text as the response.,CBBC is the brand name for the BBC's children's TV programs.," CBBC is a brand name. | True |
 CBBC is associated with the BBC. | True |
 CBBC is focused on children's TV programs. | True",
'glinka also composed many art songs many piano pieces and some chamber music.' Provide only the simplified text as the response.,"Glinka composed art songs, piano pieces, and chamber music."," Glinka composed art songs. | True |
 Glinka composed piano pieces. | True |
 Glinka composed chamber music. | True",
'the summit of the khyber pass is inside pakistan at landi kotal and it cuts through the northeastern part of the safed koh mountains which themselves are a far southeastern extension of the hindu kush range.' Provide only the simplified text as the response.,"The Khyber Pass summit is in Pakistan at Landi Kotal. It runs through the northeastern part of the Safed Koh mountains, which are a southeastern extension of the Hindu Kush range."," The Khyber Pass summit is located in Pakistan at Landi Kotal. | True |
 The pass runs through the northeastern part of the Safed Koh mountains. | True |
 The Safed Koh mountains are a southeastern extension of the Hindu Kush range. | True",
'around million years ago a collision between australia and southeast asia allowed the varanids to move into what is now the indonesian archipelago.' Provide only the simplified text as the response.,"Millions of years ago, a collision between Australia and Southeast Asia enabled varanid lizards to migrate to the Indonesian archipelago."," Millions of years ago, a collision occurred between Australia and Southeast Asia. | True |
 This collision enabled varanid lizards to migrate to the Indonesian archipelago. | True",
'swiss family robinson was one of the rare widescreen disney films shot with panavision lenses.' Provide only the simplified text as the response.,'Swiss Family Robinson was a rare Disney film shot in widescreen with Panavision lenses.'," ""Swiss Family Robinson"" is a Disney film. | True |
 The film was shot in widescreen format. | True |
 Panavision lenses were used during the filming of the movie. | True",
'true crabs are decapod crustaceans of the infraorder brachyura which typically have a very short projecting tail lrb short tail rrb or where the reduced abdomen is entirely hidden under the thorax.' Provide only the simplified text as the response.,True crabs are decapod crustaceans that usually have a short tail or a hidden abdomen under the thorax.," True crabs are decapod crustaceans. | True |
 True crabs usually have a short tail. | True |
 True crabs usually have a hidden abdomen under the thorax. | True",
'o reilly s macdevcentre article by daniel h. steinberg jan the program was first sold publicly as keynote. in competing against existing presentation software most notably microsoft powerpoint.' Provide only the simplified text as the response.,"In January, Daniel H. Steinberg wrote an article for O'Reilly's MacDevCenter about the program Keynote, which was first sold publicly as a competitor to Microsoft PowerPoint."," Daniel H. Steinberg wrote an article for O'Reilly's MacDevCenter in January. | True |
 The article was about the program Keynote. | True |
 Keynote was first sold publicly as a competitor to Microsoft PowerPoint. | True",
'it formed an administrative county from to after which the entirety of the county was absorbed into the new county of cumbria.' Provide only the simplified text as the response.,It became an administrative county until it was fully absorbed into the new county of Cumbria.," The area was an administrative county at some point. | True |
 The area was fully absorbed into the new county of Cumbria. | True",
'santa fe high school is located within the city of santa fe springs.' Provide only the simplified text as the response.,Santa Fe High School is in Santa Fe Springs.," The name of the school is Santa Fe High School. | True |
 The school is located in Santa Fe Springs. | True",
'in his own time his reputation far exceeded that of his contemporaries hokusai hiroshige and kuniyoshi.' Provide only the simplified text as the response.,"He was more famous than Hokusai, Hiroshige, and Kuniyoshi during his time."," The person mentioned in the passage was more famous than Hokusai during his time. | True |
 The person mentioned in the passage was more famous than Hiroshige during his time. | True |
 The person mentioned in the passage was more famous than Kuniyoshi during his time. | True",
'he is attracted to her and with jewellery and help from a neighbor martha the devil draws gretchen into faust s arms.' Provide only the simplified text as the response.,"He is attracted to her and with jewelry and help from a neighbor named Martha, the devil seduces Gretchen into Faust's arms."," He is attracted to her. | True |
 He uses jewelry to seduce her. | True |
 He receives help from a neighbor named Martha. | True |
 The devil seduces Gretchen into Faust's arms. | True",
'edward bawden cbe ra lrb rrb was a british painter illustrator and graphic artist.' Provide only the simplified text as the response.,"Edward Bawden was a British painter, illustrator, and graphic artist."," Edward Bawden was a British painter. | True |
 Edward Bawden was a British illustrator. | True |
 Edward Bawden was a British graphic artist. | True",
'reading vocabulary a person s reading vocabulary is all the words he or she can recognize when reading.' Provide only the simplified text as the response.,A person's reading vocabulary includes all the words they can recognize while reading.," Reading vocabulary refers to the words a person can recognize while reading. | True |
 A person's reading vocabulary consists of all the words they can identify while reading. | True",
'alexain is a commune in the mayenne department in northwestern france.' Provide only the simplified text as the response.,"Alexain is a town in northwestern France, in the Mayenne department."," Alexain is a town. | False |
 Alexain is located in northwestern France. | True |
 Alexain is situated in the Mayenne department. | True", Alexain is a town.
'for example in pok mon red and blue the player has the choice of starting with bulbasaur squirtle or charmander.' Provide only the simplified text as the response.,"In Pokemon Red and Blue, players can choose Bulbasaur, Squirtle, or Charmander to start with."," Pokemon Red and Blue is a video game. | True |
 Players can choose Bulbasaur as their starter Pokemon in Pokemon Red and Blue. | True |
 Players can choose Squirtle as their starter Pokemon in Pokemon Red and Blue. | True |
 Players can choose Charmander as their starter Pokemon in Pokemon Red and Blue. | True",
'geography annonay lies a few kilometres from the river rh ne south of lyon and from saint tienne.' Provide only the simplified text as the response.,"Annonay is located a few kilometers south of Lyon and Saint-Étienne, near the Rhône River."," Annonay is located a few kilometers south of Lyon. | False |
 Annonay is located a few kilometers south of Saint-Étienne. | True |
 Annonay is located near the Rhône River. | True", Annonay is located a few kilometers south of Lyon.
'the internet archive lrb ia rrb is a nonprofit organization dedicated to building and maintaining a free and openly accessible online digital library including an archive of the world wide web.' Provide only the simplified text as the response.,"The Internet Archive (IA) is a nonprofit organization that creates and maintains a free online digital library, including a web archive."," The Internet Archive is a nonprofit organization. | True |
 The Internet Archive creates and maintains a free online digital library. | True |
 The Internet Archive includes a web archive in its digital library. | True",
'up until most seasons saw only the highest scoring driver in each race for each constructor contributing points towards the championship.' Provide only the simplified text as the response.,"Previously, only the top-scoring driver in each race for each team earned points for the championship."," Previously, only the top-scoring driver in each race earned points for the championship. | True |
 Each team had one driver who could earn points in a race. | True |
 The points earned by the top-scoring driver contributed to the team's championship standing. | True",
'it is the only national park in india north of the himalayas the largest notified protected area in india lrb and thus the largest national park of india rrb and is the second largest contiguous protected area after the nanda devi biosphere reserve and surrounding protected areas.' Provide only the simplified text as the response.,"It is the only national park in India north of the Himalayas, the largest protected area in India, and the second largest after the Nanda Devi Biosphere Reserve."," The national park mentioned is the only one in India located north of the Himalayas. | True |
 It is the largest protected area in India. | True |
 It is the second largest protected area in India after the Nanda Devi Biosphere Reserve. | False", It is the second largest protected area in India after the Nanda Devi Biosphere Reserve.
'olivia mary de havilland lrb born july rrb is a british american film and stage actress.' Provide only the simplified text as the response.,Olivia Mary de Havilland (born July) is a British-American film and stage actress.," Olivia Mary de Havilland is a British-American actress. | True |
 She was born in July. | True",
'her father francis van arnum brown worked at a number of jobs including as a clerk at the washington patent office and as a manager and salesman for a wholesale butcher.' Provide only the simplified text as the response.,"Her father, Francis Van Arnum Brown, worked various jobs such as a clerk at the Washington Patent Office and a manager/salesman for a wholesale butcher."," The father's name is Francis Van Arnum Brown. | True |
 He worked as a clerk at the Washington Patent Office. | True |
 He also worked as a manager and salesman for a wholesale butcher. | True",
'the kalabhras were displaced around the th century with the revival of pallava and pandya power.' Provide only the simplified text as the response.,The Kalabhras were replaced by the Pallava and Pandya powers in the 7th century.," The Kalabhras ruled in the 7th century. | False |
 The Kalabhras were replaced by the Pallava power in the 7th century. | False |
 The Kalabhras were replaced by the Pandya power in the 7th century. | False"," The Kalabhras ruled in the 7th century. |
 The Kalabhras were replaced by the Pallava power in the 7th century. |
 The Kalabhras were replaced by the Pandya power in the 7th century."
'let s go was certified gold on july and with the success of the album the band was pursued by a number of major record labels including madonna s label maverick records.' Provide only the simplified text as the response.,"""Let's Go"" went gold in July. The band attracted interest from major record labels, including Madonna's Maverick Records."," ""Let's Go"" went gold in July. | True |
 The band attracted interest from major record labels. | True |
 Madonna's Maverick Records was one of the major record labels interested in the band. | True",
'because the individual lenses are so small the effects of diffraction impose a limit on the possible resolution that can be obtained.' Provide only the simplified text as the response.,The small size of individual lenses limits the resolution due to diffraction effects.," Individual lenses have a small size. | True |
 The small size of individual lenses limits the resolution. | True |
 The limitation in resolution is due to diffraction effects. | True",
'in the hawaiian language honolulu means sheltered bay or place of shelter.' Provide only the simplified text as the response.,"In Hawaiian, Honolulu means sheltered bay or place of shelter."," Honolulu is a word in Hawaiian. | True |
 In Hawaiian, Honolulu means sheltered bay. | True |
 In Hawaiian, Honolulu also means place of shelter. | True",
'lauren bacall lrb born september rrb is an american film and stage actress and model known for her distinctive husky voice and sultry looks.' Provide only the simplified text as the response.,"Lauren Bacall, born September, is an American actress, known for her unique voice and sultry appearance."," Lauren Bacall is an American actress. | True |
 She was born in September. | True |
 She is known for her unique voice. | True |
 She is known for her sultry appearance. | True",
'monts rs is a commune in the mayenne department in northwestern france.' Provide only the simplified text as the response.,"Montsûrs is a town in northwestern France, located in the Mayenne department."," Montsûrs is a town. | False |
 Montsûrs is located in northwestern France. | True |
 Montsûrs is in the Mayenne department. | True", Montsûrs is a town.
'there are communes in the province lrb source italian institute of statistics istat see this link rrb.' Provide only the simplified text as the response.,"There are communes in the province (source: Italian Institute of Statistics - ISTAT, see link)."," There are communes in the province. | True |
 The information is sourced from the Italian Institute of Statistics (ISTAT). | True |
 The source link is available for further reference. | True",
'leandro montera da silva or simply leandro lrb born february rrb is a brazilian striker.' Provide only the simplified text as the response.,"Leandro Montera da Silva, or simply Leandro, was born in February. He is a Brazilian striker."," Leandro Montera da Silva is also known as Leandro. | True |
 Leandro was born in February. | True |
 Leandro is a Brazilian striker. | True",
'deryck jason whibley lrb born march rrb is a canadian musician and producer best known for his work as the guitarist and lead vocalist songwriter and producer of the multi juno award winning pop punk band sum.' Provide only the simplified text as the response.,"Deryck Jason Whibley (born March) is a Canadian musician known for his role as the guitarist, lead vocalist, songwriter, and producer of the award-winning pop punk band Sum."," Deryck Jason Whibley was born in March. | True |
 He is a Canadian musician. | True |
 He is known for his role as the guitarist, lead vocalist, songwriter, and producer. | True |
 He is part of the award-winning pop punk band Sum. | True",
'setting up a system of rules institutions and procedures to regulate the international monetary system the planners at bretton woods established the international monetary fund lrb imf rrb and the international bank for reconstruction and development lrb ibrd rrb which today is part of the world bank group.' Provide only the simplified text as the response.,"At Bretton Woods, planners set up the IMF and IBRD, now part of the World Bank Group, to regulate the international monetary system."," Planners set up the IMF at Bretton Woods. | True |
 Planners set up the IBRD at Bretton Woods. | True |
 The IBRD is now part of the World Bank Group. | True |
 The purpose of setting up the IMF and IBRD was to regulate the international monetary system. | True",
'in general archives consist of records which have been selected for permanent or long term preservation due to their enduring research value.' Provide only the simplified text as the response.,Archives are records chosen for long-term preservation because of their lasting research value.," Archives are records. | False |
 Archives are chosen for long-term preservation. | True |
 Archives are chosen because of their lasting research value. | True", Archives are records.
'in captain william brown of england was the first foreigner to sail into what is now honolulu harbor.' Provide only the simplified text as the response.,Captain William Brown of England was the first foreigner to sail into what is now Honolulu Harbor.," Captain William Brown was from England. | True |
 He was the first foreigner to sail into what is now Honolulu Harbor. | True",
'the signing caused a rift between soundgarden and its traditional audience.' Provide only the simplified text as the response.,The signing created a divide between Soundgarden and its usual fans.," Soundgarden signed something. | True |
 The signing caused a divide. | True |
 The divide was between Soundgarden and its usual fans. | True",
'one litre of water has a mass of almost exactly one kilogram when measured at its maximal density which occurs at about degrees celsius.' Provide only the simplified text as the response.,One liter of water equals one kilogram at its maximum density around 4 degrees Celsius.," One liter of water equals one kilogram. | True |
 Water reaches its maximum density around 4 degrees Celsius. | True",
'jordanhill railway station is a side platformed suburban railway station in the jordanhill area in the west end of glasgow scotland.' Provide only the simplified text as the response.,"Jordanhill Railway Station is a suburban station in the West End of Glasgow, Scotland with side platforms."," Jordanhill Railway Station is located in the West End of Glasgow, Scotland. | True |
 It is a suburban station. | True |
 The station has side platforms. | True",
'the american hockey league lrb ahl rrb is a team professional ice hockey league based in the united states and canada that serves as the primary developmental circuit for the national hockey league lrb nhl rrb.' Provide only the simplified text as the response.,The AHL is a professional ice hockey league in the US and Canada that develops players for the NHL.," The AHL is a professional ice hockey league. | True |
 The AHL is located in the US and Canada. | True |
 The AHL develops players for the NHL. | True",
'the aurochs originally ranged throughout europe north africa and much of asia. in historical times its range became restricted to europe and the last known individual died in masovia poland in about.' Provide only the simplified text as the response.,"The aurochs used to roam across Europe, North Africa, and parts of Asia. Over time, they became limited to Europe, with the last known aurochs dying in Masovia, Poland."," The aurochs used to roam across Europe, North Africa, and parts of Asia. | True |
 Over time, the aurochs became limited to Europe. | True |
 The last known aurochs died in Masovia, Poland. | True",
'rolling stock munich u bahn uses three different generations of electric multiple unit trains.' Provide only the simplified text as the response.,Munich U-Bahn uses three generations of electric trains.," Munich U-Bahn operates an electric train system. | True |
 The electric trains used by Munich U-Bahn are categorized into three generations.  | True |
 The three generations of electric trains are utilized within the Munich U-Bahn network. | True",
'the inhabitants of the town of saint marcel d ard che are marcellois st. san marcelloises.' Provide only the simplified text as the response.,The people of Saint Marcel d'Ardèche are called Marcellois.," Location: Saint Marcel d'Ardèche | True |
 Name for the people: Marcellois | True",
'st benedict biscop was adopted as the city s patron saint in march.' Provide only the simplified text as the response.,St. Benedict Biscop became the city's patron saint in March.," St. Benedict Biscop is a patron saint of a city. | True |
 St. Benedict Biscop was declared the city's patron saint in March. | True",
'world trade center formerly the freedom tower is the main building of the new world trade center under construction in lower manhattan in new york city usa.' Provide only the simplified text as the response.,"The World Trade Center, formerly known as the Freedom Tower, is the main building of the new World Trade Center being built in Lower Manhattan, New York City, USA."," The World Trade Center is the main building of the new World Trade Center being built in Lower Manhattan, New York City, USA. | True |
 The World Trade Center was formerly known as the Freedom Tower. | True",
'in thile teamed up with mandolinist mike marshall for the duet album into the cauldron which included original pieces as well as pieces by charlie parker and j. s. bach.' Provide only the simplified text as the response.,"In Thile collaborated with mandolinist Mike Marshall on the duet album ""Into the Cauldron,"" featuring original and classical pieces."," Chris Thile collaborated with mandolinist Mike Marshall. | True |
 They worked on a duet album called ""Into the Cauldron."" | True |
 The album featured original and classical pieces. | True",
'the mexicans settle chapultepec a former toltec stronghold.' Provide only the simplified text as the response.,"The Mexicans settled Chapultepec, a former Toltec stronghold."," Mexicans settled in Chapultepec. | True |
 Chapultepec was a former Toltec stronghold. | True",
'the name potassium comes from the word potash davy lrb o o rrb p..' Provide only the simplified text as the response.,Potassium is named after potash.," Potassium is a chemical element. | True |
 Potassium is named after potash. | True",
