passage,response,atomic_units,hallucinated_atomic_units
many secular jews attend synagogue on yom kippur for many secular jews the high holidays are the only recurring times of the year in which they attend synagogue causing synagogue attendance to soar and almost four fifths fast.," Many secular Jews go to synagogue during Yom Kippur. This is the primary time of the year they attend, leading to increased synagogue attendance and approximately 80% fasting."," Secular Jews attend synagogue during Yom Kippur. | True |
 Yom Kippur is the primary time of the year that secular Jews attend synagogue. | True |
 Increased synagogue attendance occurs during Yom Kippur. | True |
 Approximately 80% of secular Jews fast during Yom Kippur. | True",
the f hrerbunker was located about. metres beneath the garden of the old reich chancellery building at wilhelmstra e about metres north of the new reich chancellery building which had the address vo stra e.," The herb bunker was approximately 8 meters under the old Reich Chancellery garden on Wilhelmstrasse, and around 50 meters north of the new Reich Chancellery building on Von der Straße."," The herb bunker is located approximately 8 meters under the old Reich Chancellery garden on Wilhelmstrasse. | False |
 The herb bunker is around 50 meters north of the new Reich Chancellery building on Von der Straße. | False"," The herb bunker is located approximately 8 meters under the old Reich Chancellery garden on Wilhelmstrasse. |
 The herb bunker is around 50 meters north of the new Reich Chancellery building on Von der Straße."
today a great number of small and middle sized businesses dominate the economy., A large number of small and medium-sized businesses rule the economy today.," Small and medium-sized businesses are prevalent in the economy. | True |
 These businesses have a significant impact on the economy. | True",
in she was elected an independent member of the new south wales legislative assembly lrb mla rrb for the seat of balmain., She was elected as an independent MLA (Member of the New South Wales Legislative Assembly) for Balmain.," The individual is a woman. | True |
 She was elected as an independent Member of the Legislative Assembly (MLA). | True |
 She represents the Balmain district in New South Wales. | True",
it is closely related to the amethyst throated sunangel and species limits in this complex are unclear., The relationship between the amethyst-throated sunangel and this species is very close. The boundaries between these species in this complex are uncertain.," The amethyst-throated sunangel has a very close relationship with another species. | True |
 The boundaries between these species in this complex are uncertain. | True",
the keystone of the british defense was the complex infrastructure of detection command and control that ran the battle.," The British defense relied heavily on its intricate system for detecting, commanding, and controlling battles."," The British defense system relied heavily on detection methods. | True |
 The British defense system relied heavily on commanding battles. | False |
 The British defense system relied heavily on controlling battles. | True", The British defense system relied heavily on commanding battles.
this does not conflict with either of the above theories however since both increased warfare and internal unrest can also be effects of a general period of drought and famine., This doesn't contradict the above theories. Drought and famine can cause both increased warfare and internal unrest as well.," Drought can cause increased warfare. | True |
 Drought can cause internal unrest. | True |
 Famine can cause increased warfare. | True |
 Famine can cause internal unrest. | True |
 These effects do not contradict existing theories. | True",
these adaptations to an oxygen rich environment might include high concentrations of protective enzymes., Such adaptations to living in an oxygen-rich environment could involve increased levels of protective enzymes.," Living in an oxygen-rich environment can lead to adaptations. | True |
 These adaptations may involve increased levels of protective enzymes. | True",
this was the largest earthquake to hit vancouver island and the largest onshore earthquake in canada., The largest earthquake ever recorded on Vancouver Island and the biggest onshore quake in Canadian history occurred here.," The largest earthquake ever recorded on Vancouver Island occurred. | True |
 It was the biggest onshore quake in Canadian history. | True",
in the origin darwin had deliberately avoided tackling human evolution but left a gnomic trailer light will be thrown on the origin of man and his history.," Darwin initially didn't address human evolution in detail, but he hinted at it, providing some insight into the origins and history of humans."," Darwin did not initially address human evolution in detail. | True |
 Darwin hinted at human evolution. | True |
 Darwin provided some insight into the origins and history of humans. | True",
in his twenties he tried to create diamonds by heating graphite and shorted out glasgow s electricity supply.," In his twenties, he attempted to make diamonds by heating graphite but caused a power outage in Glasgow."," The individual was in his twenties at the time of the incident. | True |
 He attempted to make diamonds by heating graphite. | True |
 The experiment caused a power outage in Glasgow. | True",
dj dougal lrb real name paul arnold clarke born rrb is a british uk hardcore and happy hardcore artist and dj.," Paul Arnold Clarke, known as DJ Dougal, is a British artist and DJ specializing in UK hardcore and happy hardcore music."," Paul Arnold Clarke is also known as DJ Dougal. | True |
 He is a British artist and DJ. | True |
 DJ Dougal specializes in UK hardcore and happy hardcore music. | True",
cbbc lrb a contraction of the original name children s bbc short for children s bbc and children s british broadcasting corporation rrb is the brand name used for the bbc s children s television programs and currently specifically refers to those programs aimed at children.," The term ""CBBC"" is a shorthand for ""Children's BBC,"" which is the brand name for the BBC's children's programming."," ""CBBC"" is a shorthand term. | True |
 ""CBBC"" stands for ""Children's BBC."" | True |
 ""Children's BBC"" is the brand name for the BBC's children's programming. | True",
glinka also composed many art songs many piano pieces and some chamber music.," Glinka wrote numerous art songs, piano pieces, and chamber music."," Glinka was a composer. | True |
 Glinka wrote art songs. | True |
 Glinka wrote piano pieces. | True |
 Glinka wrote chamber music. | True",
the summit of the khyber pass is inside pakistan at landi kotal and it cuts through the northeastern part of the safed koh mountains which themselves are a far southeastern extension of the hindu kush range.," The Khyber Pass summit lies within Pakistan, specifically at Landi Kotal. It runs through the northeastern part of the Safed Koh Mountains, an eastern extension of the Hindu Kush range."," The Khyber Pass summit is located within Pakistan. | True |
 The summit is specifically at Landi Kotal. | True |
 The pass runs through the northeastern part of the Safed Koh Mountains. | True |
 The Safed Koh Mountains are an eastern extension of the Hindu Kush range. | True",
around million years ago a collision between australia and southeast asia allowed the varanids to move into what is now the indonesian archipelago.," About 1 million years ago, a collision between Australia and Southeast Asia enabled the varanids to migrate into the Indonesian archipelago."," The collision between Australia and Southeast Asia occurred about 1 million years ago. | False |
 The collision enabled varanids to migrate into the Indonesian archipelago. | True", The collision between Australia and Southeast Asia occurred about 1 million years ago.
swiss family robinson was one of the rare widescreen disney films shot with panavision lenses.," The Disney film ""Swiss Family Robinson"" was among those shot using Panavision lenses in a wide screen format."," The Disney film ""Swiss Family Robinson"" was shot using Panavision lenses. | True |
 The film was shot in a wide screen format. | True",
true crabs are decapod crustaceans of the infraorder brachyura which typically have a very short projecting tail lrb short tail rrb or where the reduced abdomen is entirely hidden under the thorax.," True crabs belong to the infraorder Brachyura within the decapod crustacean group. They're characterized by having a short tail or no visible tail at all, with their abdomen concealed beneath their thorax."," True crabs belong to the infraorder Brachyura within the decapod crustacean group. | True |
 True crabs are characterized by having a short tail or no visible tail at all. | True |
 The abdomen of true crabs is concealed beneath their thorax. | True",
o reilly s macdevcentre article by daniel h. steinberg jan the program was first sold publicly as keynote. in competing against existing presentation software most notably microsoft powerpoint., The article by Daniel H. Steinberg in O'Reilly's MacDevCenter introduced Keynote as the first publicly sold version of this presentation software. It competed primarily with Microsoft PowerPoint.," The article was written by Daniel H. Steinberg. | True |
 The article was published in O'Reilly's MacDevCenter. | True |
 Keynote was introduced as the first publicly sold version of presentation software. | True |
 Keynote competed primarily with Microsoft PowerPoint. | True",
it formed an administrative county from to after which the entirety of the county was absorbed into the new county of cumbria.," The administrative county existed from to , after which it was merged into Cumbria County."," The administrative county existed. | True |
 The administrative county existed until a certain date. | True |
 The administrative county was merged into Cumbria County. | True",
santa fe high school is located within the city of santa fe springs., Santa Fe High School is in Santa Fe Springs.," The name of the school is Santa Fe High School. | True |
 The school is located in Santa Fe Springs. | True",
in his own time his reputation far exceeded that of his contemporaries hokusai hiroshige and kuniyoshi.," Hiroshi's reputation surpassed that of Hokusai, Hiroshige, and Kuniyoshi during their era."," Hiroshi had a reputation during his era. | False |
 Hiroshi's reputation was higher than that of Hokusai during their era. | False |
 Hiroshi's reputation was higher than that of Hiroshige during their era. | False |
 Hiroshi's reputation was higher than that of Kuniyoshi during their era. | False"," Hiroshi had a reputation during his era. |
 Hiroshi's reputation was higher than that of Hokusai during their era. |
 Hiroshi's reputation was higher than that of Hiroshige during their era. |
 Hiroshi's reputation was higher than that of Kuniyoshi during their era."
he is attracted to her and with jewellery and help from a neighbor martha the devil draws gretchen into faust s arms.," He's drawn to her by Faust. With jewelry from Martha, the Devil entices Gretchen into Faust's embrace."," Faust is drawn to Gretchen. | False |
 The Devil entices Gretchen with jewelry from Martha. | True |
 Gretchen is enticed into Faust's embrace by the Devil. | True", Faust is drawn to Gretchen.
edward bawden cbe ra lrb rrb was a british painter illustrator and graphic artist.," Edward Bawden CBE was a British painter, illustrator, and graphic artist."," Edward Bawden was a British painter. | True |
 Edward Bawden was a British illustrator. | True |
 Edward Bawden was a British graphic artist. | True |
 Edward Bawden was awarded a CBE. | True",
reading vocabulary a person s reading vocabulary is all the words he or she can recognize when reading., A person's reading vocabulary includes all the words they can identify while reading.," Reading vocabulary refers to the words a person can identify while reading. | True |
 A person's reading vocabulary consists of all the words they can recognize during reading. | True",
alexain is a commune in the mayenne department in northwestern france.," Alexain is a commune in northwest France, located in the Mayenne department."," Alexain is a commune. | True |
 Alexain is located in northwest France. | True |
 Alexain is in the Mayenne department. | True",
for example in pok mon red and blue the player has the choice of starting with bulbasaur squirtle or charmander.," The player can choose between Bulbasaur, Squirtle, or Charmander as their starter Pokémon in Pokémon Red and Blue."," In Pokémon Red and Blue, players can choose between Bulbasaur, Squirtle, or Charmander as their starter Pokémon. | True |
 The player can only select one of these three Pokémon to begin their journey in the game. | True",
geography annonay lies a few kilometres from the river rh ne south of lyon and from saint tienne.," Geography Annonay is situated a few kilometers south of Lyon and the Rhône River, as well as from Saint-Étienne."," Annonay is located a few kilometers south of Lyon. | False |
 Annonay is situated a few kilometers south of the Rhône River. | True |
 Annonay is also located a few kilometers south of Saint-Étienne. | False"," Annonay is located a few kilometers south of Lyon. |
 Annonay is also located a few kilometers south of Saint-Étienne."
the internet archive lrb ia rrb is a nonprofit organization dedicated to building and maintaining a free and openly accessible online digital library including an archive of the world wide web.," The Internet Archive (IA) is a non-profit that creates and preserves a free, publicly accessible digital library, including a record of the entire World Wide Web."," The Internet Archive (IA) is a non-profit organization. | True |
 IA creates and preserves a free, publicly accessible digital library. | True |
 The digital library includes a record of the entire World Wide Web. | False", The digital library includes a record of the entire World Wide Web.
up until most seasons saw only the highest scoring driver in each race for each constructor contributing points towards the championship., Until most racing seasons were dominated by a single high-scoring driver per constructor for earning championship points.," Racing seasons were dominated by a single high-scoring driver. | True |
 The dominance was per constructor. | True |
 The driver earned championship points for the constructor. | False", The driver earned championship points for the constructor.
it is the only national park in india north of the himalayas the largest notified protected area in india lrb and thus the largest national park of india rrb and is the second largest contiguous protected area after the nanda devi biosphere reserve and surrounding protected areas.," This is India's largest national park north of the Himalayas, covering the largest notified protected area in the country. It's also India's second largest contiguous protected area, surpassed only by the Nanda Devi Biosphere Reserve and adjacent protected areas."," The national park is located in India. | True |
 It is the largest national park north of the Himalayas in India. | True |
 The park covers the largest notified protected area in the country. | True |
 It is India's second largest contiguous protected area. | True |
 The Nanda Devi Biosphere Reserve and adjacent protected areas are larger than this national park. | False", The Nanda Devi Biosphere Reserve and adjacent protected areas are larger than this national park.
olivia mary de havilland lrb born july rrb is a british american film and stage actress.," Olivia De Havilland, born in July, is a British-American actress."," Olivia De Havilland is an actress. | True |
 She was born in July. | True |
 She is British-American. | True",
her father francis van arnum brown worked at a number of jobs including as a clerk at the washington patent office and as a manager and salesman for a wholesale butcher.," Her father, Francis Van Arnum Brown, held various jobs. He worked as a clerk at the Washington Patent Office and managed/sold for a wholesale butcher."," Francis Van Arnum Brown held various jobs. | True |
 He worked as a clerk at the Washington Patent Office. | True |
 He also managed and sold for a wholesale butcher. | True",
the kalabhras were displaced around the th century with the revival of pallava and pandya power., The kalabhras lost power around the 10th century due to the resurgence of the Pallavas and Pandiyas.," The kalabhras lost power in the 10th century. | False |
 The loss of power was due to the resurgence of the Pallavas. | False |
 The loss of power was also due to the resurgence of the Pandiyas. | True"," The kalabhras lost power in the 10th century. |
 The loss of power was due to the resurgence of the Pallavas."
let s go was certified gold on july and with the success of the album the band was pursued by a number of major record labels including madonna s label maverick records.," The album ""let's go"" was certified gold in July. Following its success, the band attracted attention from several major labels, including Madonna's Maverick Records."," The album ""let's go"" was certified gold in July. | True |
 The band attracted attention from several major labels. | True |
 One of the major labels interested was Madonna's Maverick Records. | True",
because the individual lenses are so small the effects of diffraction impose a limit on the possible resolution that can be obtained., The size of individual lenses imposes a limit on achievable resolution due to diffraction effects.," The size of individual lenses is a factor that imposes a limit on achievable resolution. | True |
 This limit is due to diffraction effects. | True",
in the hawaiian language honolulu means sheltered bay or place of shelter.," Honolulu means ""sheltered bay"" in Hawaiian."," Honolulu is a city. | True |
 The name ""Honolulu"" comes from the Hawaiian language. | True |
 The name ""Honolulu"" means ""sheltered bay"" in Hawaiian. | True",
lauren bacall lrb born september rrb is an american film and stage actress and model known for her distinctive husky voice and sultry looks.," Lauren Bacall, born in September, is an American actress and model recognized for her distinctive husky voice and seductive appearance."," Lauren Bacall was born in September. | True |
 Lauren Bacall is an American actress. | True |
 Lauren Bacall is a model. | True |
 Lauren Bacall is recognized for her distinctive husky voice. | True |
 Lauren Bacall is recognized for her seductive appearance. | True",
monts rs is a commune in the mayenne department in northwestern france., Montrs is a commune in the Mayenne department in northwest France.," Montrs is a commune. | True |
 Montrs is located in the Mayenne department. | True |
 Montrs is in northwest France. | True",
there are communes in the province lrb source italian institute of statistics istat see this link rrb.," The Italian Institute of Statistics (ISTAT) reports that there are communes in the province. [

That's a good start! Here's another version with even simpler language:

According to ISTAT, there are communes in the province."," The Italian Institute of Statistics is referred to as ISTAT. | True |
 ISTAT reports the number of communes in the province. | True",
leandro montera da silva or simply leandro lrb born february rrb is a brazilian striker.," Leandro Montera da Silva, commonly known as Leandro, is a Brazilian striker."," The individual's full name is Leandro Montera da Silva. | True |
 He is commonly known as Leandro. | True |
 Leandro is a Brazilian striker. | True",
deryck jason whibley lrb born march rrb is a canadian musician and producer best known for his work as the guitarist and lead vocalist songwriter and producer of the multi juno award winning pop punk band sum.," Deryck Jason Whibley, born in March, is a Canadian musician and producer recognized for his role as the guitarist, lead vocalist, songwriter, and producer of the Juno Award-winning pop punk band Sum 41."," Deryck Jason Whibley was born in March. | True |
 He is a Canadian musician and producer. | True |
 He is recognized for his role as the guitarist, lead vocalist, songwriter, and producer of the band Sum 41. | True |
 Sum 41 is a Juno Award-winning pop punk band. | True",
setting up a system of rules institutions and procedures to regulate the international monetary system the planners at bretton woods established the international monetary fund lrb imf rrb and the international bank for reconstruction and development lrb ibrd rrb which today is part of the world bank group.," The Bretton Woods conference created the International Monetary Fund (IMF) and the International Bank for Reconstruction and Development (IBRD), now part of the World Bank Group, to govern the global monetary system through rules, institutions, and procedures."," The Bretton Woods conference created the International Monetary Fund (IMF). | True |
 The Bretton Woods conference created the International Bank for Reconstruction and Development (IBRD), now part of the World Bank Group. | True |
 The purpose of creating the IMF and IBRD was to govern the global monetary system. | True |
 The governance of the global monetary system was to be done through rules, institutions, and procedures. | True",
in general archives consist of records which have been selected for permanent or long term preservation due to their enduring research value., Archives primarily hold records of lasting value for research purposes.," Archives hold records. | True |
 The records held in archives have lasting value. | True |
 The purpose of archives is for research. | True",
in captain william brown of england was the first foreigner to sail into what is now honolulu harbor., Captain William Brown of England was the first foreigner to reach Honolulu Harbor.," Captain William Brown was from England. | True |
 He was the first foreigner to reach Honolulu Harbor. | True",
the signing caused a rift between soundgarden and its traditional audience., The signing event led to a divide between Soundgarden and their longtime fans.," There was a signing event involving Soundgarden. | True |
 The signing event caused a divide between Soundgarden and their longtime fans. | True",
one litre of water has a mass of almost exactly one kilogram when measured at its maximal density which occurs at about degrees celsius.," A liter of water weighs nearly a kilogram when at its maximum density, which is around 4 degrees Celsius."," A liter of water weighs nearly a kilogram. | True |
 Water is at its maximum density around 4 degrees Celsius. | True",
jordanhill railway station is a side platformed suburban railway station in the jordanhill area in the west end of glasgow scotland.," Jordanhill Station is a suburban railway stop in Glasgow's West End, Scotland, featuring side platforms."," Jordanhill Station is a suburban railway stop. | True |
 It is located in Glasgow's West End, Scotland. | True |
 The station features side platforms. | True",
the american hockey league lrb ahl rrb is a team professional ice hockey league based in the united states and canada that serves as the primary developmental circuit for the national hockey league lrb nhl rrb.," The American Hockey League (AHL) is the main developmental league for the National Hockey League (NHL), based in the U.S. and Canada."," The American Hockey League (AHL) is a developmental league. | True |
 The AHL is the main developmental league for the National Hockey League (NHL). | True |
 The AHL is based in the U.S. and Canada. | True",
the aurochs originally ranged throughout europe north africa and much of asia. in historical times its range became restricted to europe and the last known individual died in masovia poland in about.," The aurochs once lived across Europe, North Africa, and parts of Asia. In historical times, their habitat shrank to Europe only, with the last recorded one dying in Masovia, Poland, around that time."," The aurochs once lived across Europe, North Africa, and parts of Asia. | True |
 In historical times, the habitat of the aurochs shrank to Europe only. | True |
 The last recorded aurochs died in Masovia, Poland. | True",
rolling stock munich u bahn uses three different generations of electric multiple unit trains., The Munich U-Bahn's rolling stock consists of three generations of electric multiple unit trains.," The Munich U-Bahn operates electric multiple unit trains. | True |
 The rolling stock of the Munich U-Bahn consists of three generations of trains. | True",
the inhabitants of the town of saint marcel d ard che are marcellois st. san marcelloises., The people of Saint Marcel are called Marcellois or Saint Marcelloises.," The people of Saint Marcel are known as Marcellois. | False |
 The people of Saint Marcel are also known as Saint Marcelloises. | True", The people of Saint Marcel are known as Marcellois.
st benedict biscop was adopted as the city s patron saint in march., St. Benedict Biscop became the city's patron saint in March.," St. Benedict Biscop is a patron saint of a city. | True |
 St. Benedict Biscop was declared the city's patron saint in March. | True",
world trade center formerly the freedom tower is the main building of the new world trade center under construction in lower manhattan in new york city usa.," The Freedom Tower, now known as the World Trade Center, is New York City's primary building in the ongoing construction of the new World Trade Center complex in Lower Manhattan, USA."," The Freedom Tower is now known as the World Trade Center. | True |
 It is New York City's primary building in the ongoing construction of the new World Trade Center complex. | True |
 The World Trade Center complex is located in Lower Manhattan, USA. | True",
in thile teamed up with mandolinist mike marshall for the duet album into the cauldron which included original pieces as well as pieces by charlie parker and j. s. bach.," The duo, consisting of banjo player ""in thile"" and mandolinist Mike Marshall, released the album ""Into the Cauldron."" This record featured both original compositions and works by Charlie Parker and J.S. Bach."," The duo consists of banjo player ""in thile"" and mandolinist Mike Marshall. | True |
 They released an album called ""Into the Cauldron."" | True |
 The album includes original compositions. | True |
 The album also includes works by Charlie Parker. | True |
 The album includes works by J.S. Bach. | True",
the mexicans settle chapultepec a former toltec stronghold.," The Mexicans established Chapultepec, a site once fortified by the Toltecs."," The site of Chapultepec was established by the Mexicans. | True |
 The site of Chapultepec was once fortified by the Toltecs. | True",
the name potassium comes from the word potash davy lrb o o rrb p..," The name ""potassium"" derives from ""potash."""," The name ""potassium"" is derived from ""potash."" | True",
the main rivalry heading into armageddon on the smackdown brand was a match involving three competitors known as a triple threat match in wwe for the wwe championship between edge triple h and jeff hardy.," A triple threat match for the WWE Championship was the major rivalry leading into Armageddon on SmackDown, featuring Edge, Triple H, and Jeff Hardy."," The match at Armageddon was a triple threat match. | True |
 The match was for the WWE Championship. | True |
 The major rivalry leading into Armageddon on SmackDown involved Edge, Triple H, and Jeff Hardy. | True",
today s hopwood is the location of hopwood park services a motorway service station on the m motorway.," Hopwood now hosts a motorway service station, Hopwood Park, along the M motorway."," Location: Hopwood is the location of a motorway service station. | True |
 Name: The service station is called Hopwood Park. | True |
 Highway: The service station is located along the M motorway. | True",
