prompt,response,atomic_units,s2_ids,hallucinated_atomic_units
" Find relevant scientific or academic references supporting the claim 'COVID-19 is only as deadly as the seasonal flu.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No output.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Hexachlorophene is a medication that is used to treat type 2 diabetes mellitus.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Alprenolol is a medication that is used to treat rectum cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Indapamide can cause side effect Polyuria.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Fondaparinux sodium can cause side effect Failed induction of labour.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Oxitriptan can cause side effect Imperforate hymen.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Gadoteridol is a medication that is used to treat thoracic aortic aneurysm.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Spasm is common symptom associated with endogenous depression' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Desmopressin is a medication that is used to treat Kawasaki disease.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Lower Urinary Tract Symptoms is common symptom associated with focal segmental glomerulosclerosis' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Back Pain is common symptom associated with age related macular degeneration' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Metocurine is a medication that is used to treat Creutzfeldt-Jakob disease.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Aphasia, Broca is common symptom associated with sclerosing cholangitis' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Slit Ventricle Syndrome is common symptom associated with autistic disorder' in APA format. Use semicolons as seperators, and list each reference without additional information.", No output.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Sleep Apnea, Obstructive is common symptom associated with brain cancer' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Facial Paralysis is common symptom associated with malaria' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Body Weight is common symptom associated with sarcoma' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Ataxia Telangiectasia is common symptom associated with allergic rhinitis' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Colistin can cause side effect Supraventricular extrasystoles.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Allesthesia is common symptom associated with focal segmental glomerulosclerosis' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Hydroxyzine is a medication that is used to treat ocular cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Fludarabine can cause side effect Wheezing.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Alice in Wonderland Syndrome is common symptom associated with age related macular degeneration' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Hyperacusis is common symptom associated with thyroid cancer' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Carbachol can cause side effect Iris adhesions.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Isocarboxazid is a medication that is used to treat uterine cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Cephaloglycin can cause side effect Bullous keratopathy.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Propylthiouracil can cause side effect Femur fracture.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Pupil Disorders is common symptom associated with muscle cancer' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Betaxolol can cause side effect Vaginal odour.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Butalbital can cause side effect Arterial anomaly.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Pasireotide can cause side effect Vascular resistance.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No results found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Didanosine can cause side effect Ejaculation inhibited.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Fenbufen is a medication that is used to treat uterine cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Disulfiram is a medication that is used to treat Gilles de la Tourette syndrome.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Vigabatrin is a medication that is used to treat lymphatic system cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Apraxia, Ideomotor is common symptom associated with middle ear cancer' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Cytisine is a medication that is used to treat coronary artery disease.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Gallamine Triethiodide can cause side effect Acidemia.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Vision Disorders is common symptom associated with alopecia areata' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Abdomen, Acute is common symptom associated with glaucoma' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Ibandronate is a medication that is used to treat nephrolithiasis.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Rimexolone is a medication that is used to treat refractive error.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Amyl Nitrite is a medication that is used to treat restless legs syndrome.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No output.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Reticulocytosis is common symptom associated with glaucoma' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Ketorolac is a medication that is used to treat Gilles de la Tourette syndrome.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Iobenguane can cause side effect Corneal degeneration.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No results found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Proteinuria is common symptom associated with psoriatic arthritis' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Aminolevulinic acid can cause side effect Road traffic accident.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Pyridoxine is a medication that is used to treat narcolepsy.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Econazole can cause side effect Pseudomonal sepsis.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No results found.,[''],[-1],['']
" Find relevant scientific or academic references supporting the claim 'Lisdexamfetamine can cause side effect Vertical infection transmission.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Clarithromycin is a medication that is used to treat malignant mesothelioma.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Aciclovir can cause side effect Folliculitis.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Cachexia is common symptom associated with pharynx cancer' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Famciclovir is a medication that is used to treat psoriasis.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Bromazepam can cause side effect Discoid lupus erythematosus.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Adenosine triphosphate can cause side effect Koebner phenomenon.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Diatrizoate can cause side effect Red cell distribution width increased.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Bretylium can cause side effect Collagen-vascular disease.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Tonic Pupil is common symptom associated with systemic scleroderma' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Fenbufen can cause side effect Assault.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Nitrofurantoin can cause side effect Splenic peliosis.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Docosanol can cause side effect Skull hypoplasia.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Sertindole is a medication that is used to treat ileum cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No output.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Isoflurane is a medication that is used to treat dilated cardiomyopathy.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Adefovir Dipivoxil can cause side effect N-acetylglutamate synthase deficiency.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Saquinavir is a medication that is used to treat vitiligo.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Alexia, Pure is common symptom associated with ocular cancer' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Cinnarizine can cause side effect Foreign body sensation in eyes.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Perflutren is a medication that is used to treat age related macular degeneration.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Morning Sickness is common symptom associated with malignant glioma' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Lurasidone is a medication that is used to treat esophageal cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No output.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Hydrocortamate is a medication that is used to treat penile cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Mepenzolate is a medication that is used to treat salivary gland cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Signs and Symptoms, Respiratory is common symptom associated with amyotrophic lateral sclerosis' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Mesoridazine is a medication that is used to treat gestational diabetes.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Phenylpropanolamine can cause side effect Bladder pain.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Neuromuscular Manifestations is common symptom associated with hypothyroidism' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Paromomycin can cause side effect Bile duct cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Methylnaltrexone can cause side effect Facial paralysis.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Enalapril can cause side effect Vulvovaginal erythema.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Tonic Pupil is common symptom associated with coronary artery disease' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Cerulenin can cause side effect Renal tubular necrosis.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Protriptyline can cause side effect Nodule.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No output.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Auranofin is a medication that is used to treat anemia.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No output.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Amfecloral can cause side effect Hypopituitarism.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Isoniazid is a medication that is used to treat melanoma.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No output.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Nateglinide can cause side effect Dysmorphism.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Alcohol Withdrawal Seizures is common symptom associated with pharynx cancer' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Valrubicin can cause side effect Minor bleed.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Piperazine can cause side effect Speech disorder.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Hemoglobinuria is common symptom associated with focal segmental glomerulosclerosis' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Cilazapril is a medication that is used to treat Creutzfeldt-Jakob disease.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Fluoxymesterone can cause side effect Mental status changes.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Halitosis is common symptom associated with azoospermia' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Lisdexamfetamine can cause side effect Blood insulin increased.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Tolazoline is a medication that is used to treat migraine.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Remifentanil can cause side effect Rash both legs.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Amnesia, Anterograde is common symptom associated with rectum cancer' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Tamsulosin can cause side effect Abdominal pain generalised.' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Tonic Pupil is common symptom associated with Alzheimer's disease' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
" Find relevant scientific or academic references supporting the claim 'Postural Orthostatic Tachycardia Syndrome is common symptom associated with epilepsy syndrome' in APA format. Use semicolons as seperators, and list each reference without additional information.", No references found.,[],[],[]
