prompt,response,atoms,hallucinated atoms
Tell me a bio of Don Beard," Don Beard is an American journalist and news anchor. He currently serves as the anchor for the CBS Evening News on weekends. Prior to joining CBS, he worked at various news organizations including ABC News and CNN. Beard has won several awards for his journalistic work, including three Emmy Awards and two Edward R. Murrow Awards. He graduated from the University of Missouri School of Journalism.","| Don Beard is a person.	True |
| Don Beard is American.	False |
| Don Beard is a journalist.	False |
| Don Beard is a news anchor.	False |
| He serves as the anchor.	False |
| He serves as the anchor for the CBS Evening News.	False |
| He serves as the anchor for the CBS Evening News on weekends.	False |
| He worked at CBS.	False |
| He worked at various news organizations.	False |
| He worked at ABC News.	False |
| He worked at CNN.	False |
| He worked at ABC News before joining CBS.	False |
| He worked at CNN before joining CBS.	False |
| Beard has won awards.	False |
| Beard has won several awards.	False |
| Beard has won awards for his journalistic work.	False |
| Beard has won three Emmy Awards.	False |
| Beard has won two Edward R. Murrow Awards.	False |
| He graduated.	True |
| He graduated from the University of Missouri.	False |
| He graduated from the University of Missouri School of Journalism.	False |
","| Don Beard is American. |
| Don Beard is a journalist. |
| Don Beard is a news anchor. |
| He serves as the anchor. |
| He serves as the anchor for the CBS Evening News. |
| He serves as the anchor for the CBS Evening News on weekends. |
| He worked at CBS. |
| He worked at various news organizations. |
| He worked at ABC News. |
| He worked at CNN. |
| He worked at ABC News before joining CBS. |
| He worked at CNN before joining CBS. |
| Beard has won awards. |
| Beard has won several awards. |
| Beard has won awards for his journalistic work. |
| Beard has won three Emmy Awards. |
| Beard has won two Edward R. Murrow Awards. |
| He graduated from the University of Missouri. |
| He graduated from the University of Missouri School of Journalism. |
"
Tell me a bio of Isla Fisher," Isla Fisher is an Australian-born actress and author. She was born on February 3, 1976, in Muscat, Oman, to Scottish parents. Fisher began her acting career in the late 1990s and has since appeared in numerous films including ""Wedding Crashers,"" ""Borat,"" and ""The Great Gatsby."" She is also known for her voice work as the character Shrek's love interest, Princess Fiona, in the ""Shrek"" franchise. Fisher is married to Sacha Baron Cohen and they have three children together. In addition to","| Isla Fisher is Australian-born.	True |
| Isla Fisher is an actress.	True |
| Isla Fisher is an author.	True |
| She was born on February 3, 1976.	True |
| She was born in Muscat, Oman.	True |
| She was born to Scottish parents.	True |
| Fisher began her acting career in the late 1990s.	True |
| Fisher has appeared in numerous films.	True |
| Fisher has appeared in ""Wedding Crashers.""	True |
| Fisher has appeared in ""Borat.""	False |
| Fisher has appeared in ""The Great Gatsby."".	True |
| She is known for her voice work.	True |
| She is known for her voice work as the character Princess Fiona.	False |
| Princess Fiona is Shrek's love interest.	False |
| The character Princess Fiona appears in the ""Shrek"" franchise.	False |
| Fisher is married.	True |
| Fisher is married to Sacha Baron Cohen.	True |
| Fisher and Sacha Baron Cohen have three children together.	True |
","| Fisher has appeared in ""Borat."" |
| She is known for her voice work as the character Princess Fiona. |
| Princess Fiona is Shrek's love interest. |
| The character Princess Fiona appears in the ""Shrek"" franchise. |
"
Tell me a bio of Jeremy Northam," Jeremy Northam is an English actor, born on March 14, 1961. He has appeared in various films and television shows since the late 1980s. Some of his notable roles include those in ""Emma,"" ""Gosford Park,"" ""The Wings of the Dove,"" and ""Persuasion."" He also had a recurring role in the TV series ""Murphy Brown"" and starred in the BBC miniseries ""Cranford."" Northam was nominated for a BAFTA Award for Best Actor in a Supporting Role for ""Gosford","| Jeremy Northam is an actor.	True |
| Jeremy Northam is English.	True |
| Jeremy Northam was born on March 14, 1961.	False |
| He has appeared in films.	True |
| He has appeared in television shows.	True |
| He has appeared in various films.	True |
| He has appeared in various television shows.	True |
| He has appeared in films and television shows.	True |
| He has appeared in films and television shows since the late 1980s.	True |
| Some of his notable roles include roles in Emma.	True |
| Emma is a movie.	True |
| Some of his notable roles include roles in Gosford Park.	True |
| Gosford Park is a movie.	True |
| Some of his notable roles include roles in The Wings of the Dove.	False |
| The Wings of the Dove is a movie.	False |
| Some of his notable roles include roles in Persuasion.	False |
| Persuasion is a movie.	False |
| He had a recurring role in Murphy Brown.	False |
| Murphy Brown is a TV series.	False |
| He starred in Cranford.	False |
| Cranford is a BBC miniseries.	False |
| Cranford is a miniseries.	False |
| Northam was nominated for a BAFTA Award.	True |
| The nomination was for Best Actor in a Supporting Role.	False |
| The nomination was for the movie ""Gosford Park."".	True |
","| Jeremy Northam was born on March 14, 1961. |
| Some of his notable roles include roles in The Wings of the Dove. |
| The Wings of the Dove is a movie. |
| Some of his notable roles include roles in Persuasion. |
| Persuasion is a movie. |
| He had a recurring role in Murphy Brown. |
| Murphy Brown is a TV series. |
| He starred in Cranford. |
| Cranford is a BBC miniseries. |
| Cranford is a miniseries. |
| The nomination was for Best Actor in a Supporting Role. |
"
Tell me a bio of Harry Cave," Harry Cave is a British writer, born on May 12, 1984. He grew up in the UK and studied English Literature at the University of Exeter. After graduating, he worked as a teacher before deciding to pursue a career in writing. His debut novel, ""The Quiet Man,"" was published in 2016 and received critical acclaim for its exploration of themes such as identity, isolation, and masculinity. Cave's writing style has been compared to that of authors like Haruki Murakami and Patrick deWitt. His second novel, ""The Last Ill","| Harry Cave is a writer.	False |
| Harry Cave is British.	False |
| Harry Cave was born on May 12, 1984.	False |
| He grew up in the UK.	False |
| He studied English Literature.	False |
| He studied at the University of Exeter.	False |
| He graduated.	False |
| After graduating, he worked as a teacher.	False |
| He decided to pursue a career in writing.	False |
| He worked as a teacher before deciding to pursue a career in writing.	False |
| His debut novel is titled ""The Quiet Man.""	False |
| ""The Quiet Man"" was published in 2016.	False |
| ""The Quiet Man"" received critical acclaim.	False |
| ""The Quiet Man"" explores themes such as identity, isolation, and masculinity.	True |
| Cave has a writing style.	False |
| Cave's writing style has been compared.	False |
| Cave's writing style has been compared to authors like Haruki Murakami.	False |
| Cave's writing style has been compared to authors like Patrick deWitt.	False |
","| Harry Cave is a writer. |
| Harry Cave is British. |
| Harry Cave was born on May 12, 1984. |
| He grew up in the UK. |
| He studied English Literature. |
| He studied at the University of Exeter. |
| He graduated. |
| After graduating, he worked as a teacher. |
| He decided to pursue a career in writing. |
| He worked as a teacher before deciding to pursue a career in writing. |
| His debut novel is titled ""The Quiet Man."" |
| ""The Quiet Man"" was published in 2016. |
| ""The Quiet Man"" received critical acclaim. |
| Cave has a writing style. |
| Cave's writing style has been compared. |
| Cave's writing style has been compared to authors like Haruki Murakami. |
| Cave's writing style has been compared to authors like Patrick deWitt. |
"
Tell me a bio of Rory Burns," Rory Burns is an English cricketer who was born on December 26, 1989. He is a left-handed opening batsman and occasional wicket-keeper. Burns made his first-class debut for Surrey in 2011 and his List A debut for the same county in 2013. He was selected to play for England in Test cricket for the first time against New Zealand in November 2018. Burns has also represented England in One Day Internationals (ODIs) and Twenty20 Internationals (T20Is","| Rory Burns is an English cricketer.	True |
| Rory Burns was born on December 26, 1989.	False |
| He is a left-handed opening batsman.	True |
| He is an occasional wicket-keeper.	True |
| Burns made his first-class debut.	True |
| Burns made his first-class debut for Surrey.	True |
| Burns made his first-class debut for Surrey in 2011.	True |
| Burns made his List A debut.	True |
| Burns made his List A debut for Surrey.	True |
| Burns made his List A debut for Surrey in 2013.	True |
| He was selected to play.	True |
| He was selected to play for England in Test cricket.	True |
| He was selected to play for England in Test cricket for the first time.	True |
| The match was against New Zealand.	False |
| The match took place in November 2018.	True |
| Burns has represented England.	True |
| Burns has represented England in One Day Internationals (ODIs).	False |
| Burns has represented England in Twenty20 Internationals (T20Is).	False |
","| Rory Burns was born on December 26, 1989. |
| The match was against New Zealand. |
| Burns has represented England in One Day Internationals (ODIs). |
| Burns has represented England in Twenty20 Internationals (T20Is). |
"
Tell me a bio of Andriy Yarmolenko," Andriy Yarmolenko is a Ukrainian professional footballer who plays as a winger for West Ham United in the Premier League and the Ukraine national team. Born on October 1, 1989, in Dnipropetrovsk, Ukraine, he started his professional career with Dnipro in 2006. He has also played for Dynamo Kyiv, Borussia Dortmund, and Napoli before joining West Ham United in 2018. Yarmolenko is known for his pace, dribbling skills, and ability to score goals from various positions","| Andriy Yarmolenko is a Ukrainian professional footballer.	True |
| Andriy Yarmolenko plays as a winger.	True |
| Andriy Yarmolenko plays for West Ham United.	True |
| West Ham United is in the Premier League.	True |
| Andriy Yarmolenko plays for the Ukraine national team.	True |
| He was born on October 1, 1989.	False |
| He was born in Dnipropetrovsk, Ukraine.	False |
| He started his professional career.	True |
| He started his professional career with Dnipro.	False |
| He started his professional career with Dnipro in 2006.	False |
| He has played for Dynamo Kyiv.	True |
| He has played for Borussia Dortmund.	True |
| He has played for Napoli.	False |
| He joined West Ham United in 2018.	True |
| Yarmolenko is known for his pace.	True |
| Yarmolenko is known for his dribbling skills.	True |
| Yarmolenko is known for his ability to score goals.	True |
| Yarmolenko is known for his ability to score goals from various positions.	True |
","| He was born on October 1, 1989. |
| He was born in Dnipropetrovsk, Ukraine. |
| He started his professional career with Dnipro. |
| He started his professional career with Dnipro in 2006. |
| He has played for Napoli. |
"
Tell me a bio of Thierry Henry," Thierry Daniel Henry (born August 17, 1977) is a French professional football coach and former player. He is currently the manager of Monaco in Ligue 1. As a player, Henry was known for his speed, agility, and finishing ability. He spent most of his professional career with Arsenal in the English Premier League, where he won two league titles, three FA Cups, and the 2004–05 Football League Cup. Henry also played for Juventus, Barcelona, and New York Red Bulls. With France, he was part of the team","| Thierry Daniel Henry was born on August 17, 1977.	True |
| Thierry Daniel Henry is French.	True |
| Thierry Daniel Henry is a professional football coach.	True |
| Thierry Daniel Henry is a former player.	True |
| He is currently managing Monaco.	False |
| Monaco is a football club.	True |
| Monaco competes in Ligue 1.	True |
| Henry was a player.	True |
| Henry was known for his speed.	True |
| Henry was known for his agility.	True |
| Henry was known for his finishing ability.	True |
| He spent most of his professional career with Arsenal.	True |
| Arsenal is in the English Premier League.	True |
| He won two league titles with Arsenal.	True |
| He won three FA Cups with Arsenal.	False |
| He won the 2004–05 Football League Cup with Arsenal.	False |
| Henry played for Juventus.	True |
| Henry played for Barcelona.	True |
| Henry played for New York Red Bulls.	True |
| He was part of a team.	True |
| The team was with France.	True |
","| He is currently managing Monaco. |
| He won three FA Cups with Arsenal. |
| He won the 2004–05 Football League Cup with Arsenal. |
"
Tell me a bio of Gary Woodland," Gary Woodland is an American professional golfer who was born on March 21, 1981. He was raised in Topeka, Kansas, and attended the University of Kansas where he played golf for the Jayhawks. Woodland turned professional in 2004 and joined the PGA Tour in 2006. He has won multiple tournaments on the PGA Tour, including the U.S. Open in 2019. Woodland is known for his powerful driving ability and his strong putting skills. He has represented the United States in international team competitions, such","| Gary Woodland is an American.	True |
| Gary Woodland is a professional golfer.	True |
| Gary Woodland was born on March 21, 1981.	False |
| He was raised in Topeka, Kansas.	True |
| He attended the University of Kansas.	True |
| He played golf for the Jayhawks.	True |
| He played golf for the Jayhawks at the University of Kansas.	True |
| Woodland turned professional in 2004.	False |
| Woodland joined the PGA Tour.	True |
| Woodland joined the PGA Tour in 2006.	False |
| He has won tournaments on the PGA Tour.	True |
| He has won multiple tournaments on the PGA Tour.	True |
| He won the U.S. Open.	True |
| He won the U.S. Open in 2019.	True |
| Woodland is known for his powerful driving ability.	True |
| Woodland is known for his strong putting skills.	False |
| He has represented the United States.	True |
| He has represented the United States in international team competitions.	True |
","| Gary Woodland was born on March 21, 1981. |
| Woodland turned professional in 2004. |
| Woodland joined the PGA Tour in 2006. |
| Woodland is known for his strong putting skills. |
"
Tell me a bio of James Theodore Bent," James Theodore Bent (1839-1914) was an English archaeologist, antiquarian, and travel writer. He is best known for his explorations in North Africa, particularly in Cyrenaica (present-day Libya). Bent conducted extensive research on the ancient cities of Cyrenaica, including Apollonia, Cyrene, and Leptis Magna. He also made significant contributions to the study of Numidian coins and inscriptions. Bent's travel writings are notable for their vivid descriptions and insights into local customs and culture. He died in Tunisia during World","| James Theodore Bent was born in 1839 and died in 1914.	False |
| James Theodore Bent was English.	True |
| James Theodore Bent was an archaeologist.	True |
| James Theodore Bent was an antiquarian.	True |
| James Theodore Bent was a travel writer.	False |
| He is known for his explorations.	True |
| He is best known for his explorations in North Africa.	False |
| He is best known for his explorations in Cyrenaica.	False |
| Present-day Libya is in Cyrenaica.	False |
| Bent conducted research.	True |
| The research was on ancient cities.	True |
| The ancient cities were in Cyrenaica.	False |
| The ancient cities included Apollonia.	False |
| The ancient cities included Cyrene.	False |
| The ancient cities included Leptis Magna.	False |
| He made significant contributions.	True |
| The contributions were made to the study of Numidian coins.	False |
| The contributions were made to the study of Numidian inscriptions.	False |
| Bent wrote travel writings.	True |
| Bent's travel writings are notable.	True |
| Bent's travel writings are notable for their vivid descriptions.	True |
| Bent's travel writings are notable for their insights into local customs.	True |
| Bent's travel writings are notable for their insights into local culture.	True |
| He died in Tunisia.	False |
| His death occurred during World War II.	False |
","| James Theodore Bent was born in 1839 and died in 1914. |
| James Theodore Bent was a travel writer. |
| He is best known for his explorations in North Africa. |
| He is best known for his explorations in Cyrenaica. |
| Present-day Libya is in Cyrenaica. |
| The ancient cities were in Cyrenaica. |
| The ancient cities included Apollonia. |
| The ancient cities included Cyrene. |
| The ancient cities included Leptis Magna. |
| The contributions were made to the study of Numidian coins. |
| The contributions were made to the study of Numidian inscriptions. |
| He died in Tunisia. |
| His death occurred during World War II. |
"
Tell me a bio of Kajal Aggarwal," Kajal Aggarwal is an Indian film actress, who primarily works in the South Indian film industry. She was born on June 19, 1985, in Mumbai, Maharashtra, India. She made her acting debut in the 2004 Bollywood film ""Kyun...! Ho Gaya Na..."" and later made her Telugu film debut with ""Lakshmi Kalyanam"" (2007). Her notable films include ""Magadheera"" (2009), ""Brindavanam"" (201","| Kajal Aggarwal is an Indian.	True |
| Kajal Aggarwal is a film actress.	True |
| Kajal Aggarwal primarily works in the South Indian film industry.	True |
| She was born on June 19, 1985.	True |
| She was born in Mumbai.	True |
| She was born in Maharashtra.	False |
| She was born in India.	True |
| She made her acting debut.	True |
| She made her acting debut in a Bollywood film.	True |
| The Bollywood film is titled ""Kyun...!""	False |
| The Bollywood film was released in 2004.	True |
| She made her film debut in ""Ho Gaya Na..."".	True |
| ""Ho Gaya Na..."" is a film.	True |
| She made her Telugu film debut in ""Lakshmi Kalyanam"" (2007).	True |
| ""Lakshmi Kalyanam"" (2007) is a Telugu film.	True |
| Her notable films include ""Magadheera"" (2009).	True |
| Her notable films include ""Brindavanam"".	True |
","| She was born in Maharashtra. |
| The Bollywood film is titled ""Kyun...!"" |
"
Tell me a bio of Danny Faure," Danny Faure is a Seychellois politician who served as the President of the Republic of Seychelles from October 16, 2016, to October 26, 2020. He was born on July 5, 1957, in Anse Royale, Seychelles. Before his presidency, he held various roles in government, including Minister for Foreign Affairs and Minister for Home Affairs. Faure is a member of the Parti Lepep political party. He succeeded President James Michel upon his retirement.","| Danny Faure is a Seychellois politician.	True |
| Danny Faure served as the President.	True |
| Danny Faure served as the President of the Republic of Seychelles.	True |
| Danny Faure served as the President of the Republic of Seychelles from October 16, 2016, to October 26, 2020.	True |
| He was born on July 5, 1957.	False |
| He was born in Anse Royale.	False |
| He was born in Seychelles.	False |
| Before his presidency, he held various roles in government.	True |
| One of the roles he held was Minister for Foreign Affairs.	False |
| Minister for Foreign Affairs is a government position.	False |
| Another role he held was Minister for Home Affairs.	False |
| Minister for Home Affairs is a government position.	False |
| Faure is a person.	True |
| Faure is a member of the Parti Lepep political party.	False |
| Parti Lepep is a political party.	False |
| He succeeded President James Michel.	True |
| President James Michel retired.	True |
| He succeeded President James Michel upon his retirement.	True |
","| He was born on July 5, 1957. |
| He was born in Anse Royale. |
| He was born in Seychelles. |
| One of the roles he held was Minister for Foreign Affairs. |
| Minister for Foreign Affairs is a government position. |
| Another role he held was Minister for Home Affairs. |
| Minister for Home Affairs is a government position. |
| Faure is a member of the Parti Lepep political party. |
| Parti Lepep is a political party. |
"
Tell me a bio of Vicente Guerrero," Vicente Guerrero (1782-1831) was a Mexican military and political leader who played a key role in the Mexican War of Independence against Spain. He was born into a mixed-race family, which was common in colonial Mexico. After serving in the Spanish army, he joined the rebellion led by Miguel Hidalgo y Costilla in 1810. 

Guerrero distinguished himself as a military commander during the early stages of the war, and he became one of the leading figures in the insurgent movement after Hidalgo's capture in 1","| Vicente Guerrero was born in 1782.	True |
| Vicente Guerrero died in 1831.	True |
| Vicente Guerrero was Mexican.	True |
| Vicente Guerrero was a military leader.	True |
| Vicente Guerrero was a political leader.	True |
| Vicente Guerrero played a key role.	True |
| Vicente Guerrero played a key role in the Mexican War of Independence.	True |
| The Mexican War of Independence was against Spain.	True |
| He was born into a family.	True |
| His family was mixed-race.	True |
| It was common for families to be mixed-race in colonial Mexico.	True |
| He served in the Spanish army.	False |
| He joined the rebellion.	True |
| The rebellion was led by Miguel Hidalgo y Costilla.	False |
| The rebellion took place in 1810.	True |
| Guerrero distinguished himself as a military commander.	True |
| Guerrero distinguished himself as a military commander during the early stages of the war.	True |
| Guerrero became one of the leading figures.	True |
| Guerrero became one of the leading figures in the insurgent movement.	True |
| Hidalgo was captured.	True |
| Hidalgo was captured in 1.	False |
","| He served in the Spanish army. |
| The rebellion was led by Miguel Hidalgo y Costilla. |
| Hidalgo was captured in 1. |
"
Tell me a bio of Ilhan Omar," Ilhan Omar is a Somali-American politician and member of the Democratic–Farmer–Labor Party serving in the Minnesota Senate. She was elected to represent District 60B in the Minnesota House of Representatives in 2016 and reelected in 2018. In January 2019, she became one of the first two Muslim women and one of the first two African immigrants to serve in the United States Congress. She represents Minnesota's 5th congressional district. Prior to her political career, Omar worked as a community organizer and refugee advocate in","| Ilhan Omar is a politician.	True |
| Ilhan Omar is Somali-American.	True |
| Ilhan Omar is a member of the Democratic–Farmer–Labor Party.	True |
| Ilhan Omar serves in the Minnesota Senate.	False |
| She was elected to represent District 60B.	True |
| District 60B is in the Minnesota House of Representatives.	True |
| She was elected in 2016.	True |
| She was reelected in 2018.	True |
| In January 2019, she became one of the first two Muslim women to serve in the United States Congress.	True |
| In January 2019, she became one of the first two African immigrants to serve in the United States Congress.	True |
| She represents.	True |
| She represents Minnesota's 5th congressional district.	True |
| She represents the 5th congressional district of Minnesota.	True |
| Prior to her political career, Omar worked.	True |
| Omar worked as a community organizer.	False |
| Omar worked as a refugee advocate.	True |
","| Ilhan Omar serves in the Minnesota Senate. |
| Omar worked as a community organizer. |
"
Tell me a bio of Nelson Mandela," Nelson Mandela was a South African anti-apartheid revolutionary, politician, and philanthropist who served as President of South Africa from 1994 to 1999. He was the country's first black head of state and the first elected in a fully representative democratic election. Before his presidency, Mandela was an activist who fought against apartheid through nonviolent means and spent 27 years in prison for his efforts. His inauguration marked the end of apartheid and South Africa's transition to multiracial democracy. Mandela is widely regarded as an icon of democracy","| Nelson Mandela was South African.	True |
| Nelson Mandela was an anti-apartheid revolutionary.	True |
| Nelson Mandela was a politician.	True |
| Nelson Mandela was a philanthropist.	True |
| Nelson Mandela served as President of South Africa.	True |
| Nelson Mandela served as President of South Africa from 1994 to 1999.	True |
| He was the country's first black head of state.	True |
| He was the country's first elected head of state.	True |
| He was the first elected head of state in a fully representative democratic election.	True |
| Before his presidency, Mandela was an activist.	True |
| Mandela fought against apartheid.	True |
| Mandela fought against apartheid through nonviolent means.	False |
| Mandela spent 27 years in prison.	True |
| Mandela spent 27 years in prison for his efforts.	True |
| His inauguration marked the end of apartheid.	True |
| His inauguration marked South Africa's transition to multiracial democracy.	True |
| His inauguration was significant in marking the end of apartheid and South Africa's transition to multiracial democracy.	True |
| Mandela is widely regarded.	True |
| Mandela is regarded as an icon.	True |
| Mandela is regarded as an icon of democracy.	True |
","| Mandela fought against apartheid through nonviolent means. |
"
Tell me a bio of Joey Jordison," Joey Jordison is an American musician, best known as the former drummer for the heavy metal band Slipknot and the alternative metal band Murderdolls. He was born on April 10, 1975, in Des Moines, Iowa. Jordison co-founded Slipknot in 1995 and was an integral part of their success until his departure in December 2013. His drumming style is characterized by his fast double bass technique, complex rhythms, and intricate fills. Besides Slipknot and Murderdoll","| Joey Jordison is an American musician.	True |
| Joey Jordison was the former drummer for Slipknot.	True |
| Slipknot is a heavy metal band.	True |
| Joey Jordison was the former drummer for Murderdolls.	True |
| Murderdolls is an alternative metal band.	False |
| He was born on April 10, 1975.	False |
| He was born in Des Moines.	True |
| He was born in Iowa.	True |
| Jordison co-founded Slipknot.	True |
| The co-founding of Slipknot occurred in 1995.	True |
| Jordison was an integral part of Slipknot's success.	True |
| Jordison departed from Slipknot in December 2013.	True |
| His drumming style is characterized by his fast double bass technique.	True |
| His drumming style is characterized by complex rhythms.	True |
| His drumming style is characterized by intricate fills.	True |
","| Murderdolls is an alternative metal band. |
| He was born on April 10, 1975. |
"
Tell me a bio of Ayman al-Zawahiri," Ayman al-Zawahiri is a prominent Egyptian jihadist and the current leader of Al-Qaeda, the international militant Islamist organization founded by Osama bin Laden. He was born on June 19, 1961, in Ma'asara, Egypt. Al-Zawahiri studied medicine in Cairo and became involved in Islamic militancy during the late 1970s. He was a key figure in the Egyptian Islamic Jihad and played a significant role in planning the 1998 bombings of U.S. embassies","| Ayman al-Zawahiri is Egyptian.	True |
| Ayman al-Zawahiri is a jihadist.	True |
| Ayman al-Zawahiri is the current leader of Al-Qaeda.	True |
| Al-Qaeda is an international militant Islamist organization.	True |
| Al-Qaeda was founded by Osama bin Laden.	True |
| He was born on June 19, 1961.	False |
| He was born in Ma'asara.	False |
| He was born in Egypt.	True |
| Al-Zawahiri studied medicine.	True |
| Al-Zawahiri studied medicine in Cairo.	True |
| Al-Zawahiri became involved in Islamic militancy.	True |
| Al-Zawahiri became involved in Islamic militancy during the late 1970s.	True |
| He was a key figure in the Egyptian Islamic Jihad.	True |
| He played a significant role in planning the 1998 bombings of U.S. embassies.	True |
","| He was born on June 19, 1961. |
| He was born in Ma'asara. |
"
Tell me a bio of Diego Suarez (garden designer)," Diego Suarez is a renowned garden and landscape designer, known for his innovative and sustainable designs. Born in Uruguay, he studied landscape architecture at the University of Buenos Aires and later specialized in Mediterranean gardens at the Mediterranean Garden Society in Spain. His work is characterized by its integration of local flora, water management techniques, and respect for the natural environment. Suarez has designed gardens for private clients, public institutions, and cultural centers around the world, including the Alhambra Palace in Spain and the New York Botanical Garden. He is also an author and lecturer on garden design and sustainability.","| Diego Suarez is a person.	True |
| Diego Suarez is a garden designer.	True |
| Diego Suarez is a landscape designer.	True |
| Diego Suarez is renowned.	True |
| Diego Suarez is known for his designs.	True |
| Diego Suarez's designs are innovative.	True |
| Diego Suarez's designs are sustainable.	False |
| He was born in Uruguay.	False |
| He studied landscape architecture.	True |
| He studied at the University of Buenos Aires.	False |
| He specialized in Mediterranean gardens.	True |
| He specialized at the Mediterranean Garden Society.	False |
| He specialized at the Mediterranean Garden Society in Spain.	False |
| His work is characterized by integration of local flora.	True |
| His work is characterized by water management techniques.	True |
| His work is characterized by respect for the natural environment.	False |
| Suarez has designed gardens.	True |
| Suarez has designed gardens for private clients.	True |
| Suarez has designed gardens for public institutions.	False |
| Suarez has designed gardens for cultural centers.	True |
| Suarez has designed gardens around the world.	True |
| The Alhambra Palace is in Spain.	False |
| Suarez has designed gardens for the Alhambra Palace in Spain.	False |
| The New York Botanical Garden is in New York.	True |
| Suarez has designed gardens for the New York Botanical Garden.	False |
| He is an author.	False |
| He is a lecturer.	False |
| He lectures on garden design.	False |
| He lectures on sustainability.	False |
","| Diego Suarez's designs are sustainable. |
| He was born in Uruguay. |
| He studied at the University of Buenos Aires. |
| He specialized at the Mediterranean Garden Society. |
| He specialized at the Mediterranean Garden Society in Spain. |
| His work is characterized by respect for the natural environment. |
| Suarez has designed gardens for public institutions. |
| The Alhambra Palace is in Spain. |
| Suarez has designed gardens for the Alhambra Palace in Spain. |
| Suarez has designed gardens for the New York Botanical Garden. |
| He is an author. |
| He is a lecturer. |
| He lectures on garden design. |
| He lectures on sustainability. |
"
Tell me a bio of Muhammad Qutb," Muhammad Qutb was an Egyptian Islamic scholar, writer, and intellectual. He was the older brother of Sayyid Qutb, who is considered one of the most influential figures in modern Islamic thought. Muhammad Qutb was born on January 16, 1906, in the village of Musha, in the Minya Governorate of Egypt. He received his education at Al-Azhar University in Cairo, where he studied Islamic jurisprudence, Arabic language and literature, and philosophy. After completing his studies, he taught at Al-Azhar for several years before joining the faculty","| Muhammad Qutb was Egyptian.	True |
| Muhammad Qutb was an Islamic scholar.	True |
| Muhammad Qutb was a writer.	True |
| Muhammad Qutb was an intellectual.	True |
| He was the older brother.	False |
| He was the older brother of Sayyid Qutb.	False |
| Sayyid Qutb is considered one of the most influential figures.	True |
| Sayyid Qutb is considered one of the most influential figures in modern Islamic thought.	True |
| Muhammad Qutb was born on January 16, 1906.	False |
| Muhammad Qutb was born in the village of Musha.	True |
| Muhammad Qutb was born in the Minya Governorate of Egypt.	False |
| He received education.	True |
| He received education at Al-Azhar University.	False |
| Al-Azhar University is located in Cairo.	True |
| He studied Islamic jurisprudence.	False |
| He studied Arabic language and literature.	False |
| He studied philosophy.	False |
| He completed his studies.	True |
| He taught at Al-Azhar.	False |
| He taught at Al-Azhar for several years.	False |
| He joined the faculty.	True |
","| He was the older brother. |
| He was the older brother of Sayyid Qutb. |
| Muhammad Qutb was born on January 16, 1906. |
| Muhammad Qutb was born in the Minya Governorate of Egypt. |
| He received education at Al-Azhar University. |
| He studied Islamic jurisprudence. |
| He studied Arabic language and literature. |
| He studied philosophy. |
| He taught at Al-Azhar. |
| He taught at Al-Azhar for several years. |
"
Tell me a bio of Daniel Alexander Cameron," Daniel Alexander Cameron is an American poet, writer, and performance artist. He was born on February 25, 1980, in New York City. His work often explores themes of race, gender, sexuality, and identity. Cameron is the author of several poetry collections, including ""Soma"" (2013), ""Blind Field: A Memoir in Blank Verse"" (2014), and ""The Book of Atalanta"" (2017). He has also written for various publications, such as The New York Times, The Guardian, and Poetry","| Daniel Alexander Cameron is an American.	False |
| Daniel Alexander Cameron is a poet.	False |
| Daniel Alexander Cameron is a writer.	False |
| Daniel Alexander Cameron is a performance artist.	False |
| He was born on February 25, 1980.	False |
| He was born in New York City.	False |
| His work explores themes of race.	False |
| His work explores themes of gender.	False |
| His work explores themes of sexuality.	False |
| His work explores themes of identity.	False |
| Cameron is an author.	False |
| Cameron has written several poetry collections.	False |
| ""Soma"" was published in 2013.	False |
| ""Soma"" is a poetry collection.	False |
| ""Blind Field: A Memoir in Blank Verse"" was published in 2014.	False |
| ""Blind Field: A Memoir in Blank Verse"" is a poetry collection.	False |
| ""The Book of Atalanta"" was published in 2017.	False |
| ""The Book of Atalanta"" is a poetry collection.	False |
| He has written for The New York Times.	False |
| He has written for The Guardian.	False |
| He has written for Poetry.	False |
| He has also written for various publications.	False |
","| Daniel Alexander Cameron is an American. |
| Daniel Alexander Cameron is a poet. |
| Daniel Alexander Cameron is a writer. |
| Daniel Alexander Cameron is a performance artist. |
| He was born on February 25, 1980. |
| He was born in New York City. |
| His work explores themes of race. |
| His work explores themes of gender. |
| His work explores themes of sexuality. |
| His work explores themes of identity. |
| Cameron is an author. |
| Cameron has written several poetry collections. |
| ""Soma"" was published in 2013. |
| ""Soma"" is a poetry collection. |
| ""Blind Field: A Memoir in Blank Verse"" was published in 2014. |
| ""Blind Field: A Memoir in Blank Verse"" is a poetry collection. |
| ""The Book of Atalanta"" was published in 2017. |
| ""The Book of Atalanta"" is a poetry collection. |
| He has written for The New York Times. |
| He has written for The Guardian. |
| He has written for Poetry. |
| He has also written for various publications. |
"
