prompt,response,atoms,hallucinated atoms
Tell me a bio of Jeremy Corbyn,"Jeremy Corbyn is a British politician who has been the Leader of the Labour Party and Leader of the Opposition in the United Kingdom since September 2015. He has been the Member of Parliament (MP) for Islington North since 1983. Corbyn is a socialist and a member of the Labour Party's socialist faction, the Campaign Group. He has been involved in a number of left-wing campaigns and organisations, and has been a prominent figure in the Stop the War Coalition. Corbyn has been critical of UK foreign policy, particularly in relation to the Middle East, and has called for the renationalisation of public services and utilities. He has also advocated for higher taxes on the wealthy and corporations, and has pledged to address issues of income inequality and social justice in the UK.","| Jeremy Corbyn is a British politician.	True |
| Jeremy Corbyn has been the Leader of the Labour Party.	True |
| Jeremy Corbyn has been the Leader of the Opposition in the United Kingdom.	True |
| Jeremy Corbyn became Leader of the Labour Party in September 2015.	True |
| Jeremy Corbyn became Leader of the Opposition in the United Kingdom in September 2015.	True |
| He has been a Member of Parliament (MP).	True |
| He has been the Member of Parliament for Islington North.	True |
| He has been the Member of Parliament for Islington North since 1983.	True |
| Corbyn is a socialist.	True |
| Corbyn is a member of the Labour Party.	True |
| Corbyn is a member of the Labour Party's socialist faction.	True |
| The Labour Party's socialist faction is called the Campaign Group.	True |
| He has been involved in left-wing campaigns.	True |
| He has been involved in left-wing organizations.	True |
| He has been involved in a number of left-wing campaigns and organizations.	True |
| He has been a prominent figure.	True |
| He has been a prominent figure in the Stop the War Coalition.	True |
| Corbyn has been critical of UK foreign policy.	True |
| Corbyn has been critical of UK foreign policy in relation to the Middle East.	True |
| Corbyn has called for the renationalisation of public services.	True |
| Corbyn has called for the renationalisation of utilities.	True |
| He has advocated for higher taxes.	True |
| He has advocated for higher taxes on the wealthy.	True |
| He has advocated for higher taxes on corporations.	True |
| He has pledged to address issues of income inequality.	True |
| He has pledged to address issues of social justice.	True |
| He has pledged to address issues of income inequality in the UK.	True |
| He has pledged to address issues of social justice in the UK.	True |
",
Tell me a bio of Jeff Long (athletic director),"Jeff Long is an American athletic director who has been serving as the athletic director at the University of Kansas since 2018. He was previously the athletic director at the University of Arkansas from 2008 to 2017. During his tenure at Arkansas, Long oversaw the Razorbacks' transition from the Southeastern Conference to the Big 12 Conference in 2012. He was also instrumental in the university's decision to build a new football stadium, which opened in 2010. Long has a bachelor's degree in business administration from the University of Michigan and a master's degree in sports administration from Ohio University. He began his career in athletic administration at Michigan in 1982 and has held various positions at Eastern Michigan University, the University of Michigan, the University of Pittsburgh, and the NCAA. Long is a member of the National Association of Collegiate Directors of Athletics and has served on various committees within the organization. He is also a member of the Football Bowl Subdivision Athletic Directors Association.","| Jeff Long is an American.	True |
| Jeff Long is an athletic director.	True |
| Jeff Long has been serving as the athletic director.	True |
| Jeff Long has been serving as the athletic director at the University of Kansas.	True |
| Jeff Long has been serving as the athletic director at the University of Kansas since 2018.	True |
| He was an athletic director.	True |
| He was the athletic director at the University of Arkansas.	True |
| He was the athletic director at the University of Arkansas from 2008 to 2017.	True |
| Long had a tenure at Arkansas.	True |
| Long oversaw the Razorbacks' transition.	True |
| The Razorbacks transitioned from the Southeastern Conference.	False |
| The transition occurred in 2012.	True |
| He was instrumental in the university's decision.	True |
| The university's decision was to build a new football stadium.	False |
| The new football stadium opened in 2010.	False |
| Long has a bachelor's degree.	True |
| Long has a bachelor's degree in business administration.	False |
| Long's bachelor's degree is from the University of Michigan.	False |
| Long has a master's degree.	True |
| Long has a master's degree in sports administration.	True |
| Long's master's degree is from Ohio University.	False |
| He began his career in athletic administration.	True |
| He began his career in athletic administration at Michigan in 1982.	True |
| He has held various positions.	True |
| He has held various positions at Eastern Michigan University.	False |
| He has held various positions at the University of Michigan.	True |
| He has held various positions at the University of Pittsburgh.	True |
| He has held various positions at the NCAA.	True |
| Long is a member of the National Association of Collegiate Directors of Athletics.	True |
| Long has served on various committees.	True |
| Long has served on various committees within the organization.	True |
| He is a member of an association.	True |
| The association is the Football Bowl Subdivision Athletic Directors Association.	False |
","| The Razorbacks transitioned from the Southeastern Conference. |
| The university's decision was to build a new football stadium. |
| The new football stadium opened in 2010. |
| Long has a bachelor's degree in business administration. |
| Long's bachelor's degree is from the University of Michigan. |
| Long's master's degree is from Ohio University. |
| He has held various positions at Eastern Michigan University. |
| The association is the Football Bowl Subdivision Athletic Directors Association. |
"
Tell me a bio of Jackie Shroff,"Jackie Shroff, also known as Jaggu Dada, is an Indian actor and film producer who has worked predominantly in Hindi cinema. He was born on February 1, 1957, in Udgir, Maharashtra, India. Shroff made his acting debut in 1982 with the film ""Swami Dada"" and has since appeared in over 200 films. He is known for his roles in films such as ""Hero,"" ""Parinda,"" ""Ram Lakhan,"" ""Khalnayak,"" and ""Rangeela."" Shroff has won several awards for his performances, including a Filmfare Award for Best Supporting Actor. In addition to his work in films, he is also a social activist and has been involved in various charitable activities.","| Jackie Shroff is an Indian.	True |
| Jackie Shroff is an actor.	True |
| Jackie Shroff is a film producer.	False |
| Jackie Shroff is also known as Jaggu Dada.	True |
| Jackie Shroff has worked predominantly in Hindi cinema.	True |
| He was born on February 1, 1957.	True |
| He was born in Udgir.	False |
| He was born in Maharashtra, India.	False |
| Shroff made his acting debut in 1982.	True |
| Shroff made his acting debut with the film ""Swami Dada"".	True |
| ""Swami Dada"" is a film.	True |
| Shroff has appeared in over 200 films.	False |
| He is known for his roles in films.	True |
| Some of the films he is known for are ""Hero,"" ""Parinda,"" ""Ram Lakhan,"" ""Khalnayak,"" and ""Rangeela.""	True |
| ""Hero"" is a film.	True |
| ""Parinda"" is a film.	True |
| ""Ram Lakhan"" is a film.	True |
| ""Khalnayak"" is a film.	True |
| ""Rangeela"" is a film.	True |
| Shroff has won several awards.	True |
| Shroff has won a Filmfare Award.	True |
| The Filmfare Award was for Best Supporting Actor.	True |
| The Filmfare Award was for Best Supporting Actor in a film.	True |
| He works in films.	True |
| He is a social activist.	True |
| He has been involved in various charitable activities.	True |
","| Jackie Shroff is a film producer. |
| He was born in Udgir. |
| He was born in Maharashtra, India. |
| Shroff has appeared in over 200 films. |
"
Tell me a bio of Sami Shalom Chetrit,"Sami Shalom Chetrit is an Israeli-American anthropologist, poet, and filmmaker. He was born in Casablanca, Morocco, and immigrated to Israel with his family in 1969. Chetrit is a professor at the CUNY Graduate Center and Queens College, where he teaches anthropology and sociology. His research focuses on issues of race, ethnicity, and identity in Israel and the Middle East. He has published several books, including ""Intra-Jewish Conflict in Israel: White Jews, Black Jews"" and ""The Mizrahim in Israel: A Critical View of Sephardi and Oriental Jewry"". Chetrit is also a poet and has published several collections of poetry in Hebrew and English. As a filmmaker, he has directed documentaries on topics related to his research interests.","| Sami Shalom Chetrit is an individual.	True |
| Sami Shalom Chetrit is Israeli-American.	False |
| Sami Shalom Chetrit is an anthropologist.	False |
| Sami Shalom Chetrit is a poet.	True |
| Sami Shalom Chetrit is a filmmaker.	True |
| He was born in Casablanca, Morocco.	False |
| He immigrated to Israel.	True |
| He immigrated to Israel with his family.	True |
| He immigrated to Israel in 1969.	False |
| Chetrit is a professor.	True |
| Chetrit is a professor at the CUNY Graduate Center.	False |
| Chetrit is a professor at Queens College.	True |
| Chetrit teaches anthropology.	False |
| Chetrit teaches sociology.	False |
| Chetrit teaches anthropology and sociology.	False |
| Chetrit teaches at the CUNY Graduate Center.	False |
| Chetrit teaches at Queens College.	True |
| His research focuses on race.	True |
| His research focuses on ethnicity.	True |
| His research focuses on identity.	True |
| His research focuses on issues of race in Israel and the Middle East.	True |
| His research focuses on issues of ethnicity in Israel and the Middle East.	True |
| His research focuses on issues of identity in Israel and the Middle East.	True |
| He has published several books.	True |
| One of his books is titled ""Intra-Jewish Conflict in Israel: White Jews, Black Jews"".	True |
| One of his books is titled ""The Mizrahim in Israel: A Critical View of Sephardi and Oriental Jewry"".	False |
| Chetrit is a poet.	True |
| Chetrit has published collections of poetry.	True |
| The collections of poetry are in Hebrew.	True |
| The collections of poetry are in English.	False |
| Chetrit has published several collections of poetry.	True |
| Chetrit has published several collections of poetry in Hebrew.	True |
| Chetrit has published several collections of poetry in English.	False |
| He is a filmmaker.	True |
| He has directed documentaries.	True |
| The documentaries are on topics related to his research interests.	True |
","| Sami Shalom Chetrit is Israeli-American. |
| Sami Shalom Chetrit is an anthropologist. |
| He was born in Casablanca, Morocco. |
| He immigrated to Israel in 1969. |
| Chetrit is a professor at the CUNY Graduate Center. |
| Chetrit teaches anthropology. |
| Chetrit teaches sociology. |
| Chetrit teaches anthropology and sociology. |
| Chetrit teaches at the CUNY Graduate Center. |
| One of his books is titled ""The Mizrahim in Israel: A Critical View of Sephardi and Oriental Jewry"". |
| The collections of poetry are in English. |
| Chetrit has published several collections of poetry in English. |
"
Tell me a bio of Antonio Leviste,"Antonio Leviste is a Filipino politician and businessman. He served as a Senator of the Philippines from 1998 to 2004. Before entering politics, he was a successful businessman in the real estate and agriculture sectors. In 2007, he was convicted of murder and is currently serving his sentence.","| Antonio Leviste is a person.	True |
| Antonio Leviste is Filipino.	True |
| Antonio Leviste is a politician.	True |
| Antonio Leviste is a businessman.	True |
| He served as a Senator.	False |
| He served as a Senator of the Philippines.	False |
| He served as a Senator of the Philippines from 1998 to 2004.	False |
| Before entering politics, he was a businessman.	True |
| He was a successful businessman.	True |
| He was successful in the real estate sector.	True |
| He was successful in the agriculture sector.	False |
| In 2007, he was convicted of murder.	False |
| He was convicted of murder.	True |
| He is currently serving his sentence.	False |
","| He served as a Senator. |
| He served as a Senator of the Philippines. |
| He served as a Senator of the Philippines from 1998 to 2004. |
| He was successful in the agriculture sector. |
| In 2007, he was convicted of murder. |
| He is currently serving his sentence. |
"
Tell me a bio of José Hernández Delgadillo,"José Hernández Delgadillo is a Mexican writer and poet, born on November 27, 1915, in Aguascalientes, Mexico. He is best known for his novel ""Los de Abajo"" (The Underdogs), which is a seminal work of Mexican literature. The novel is a powerful critique of the Mexican Revolution and its aftermath. Hernández Delgadillo's work is characterized by its social realism and its focus on the struggles of the working class. He was also a member of the Mexican Communist Party and his political beliefs are reflected in his writing. Hernández Delgadillo died on September 14, 1971, in Mexico City.","| José Hernández Delgadillo is a writer.	False |
| José Hernández Delgadillo is a poet.	False |
| José Hernández Delgadillo was born on November 27, 1915.	False |
| José Hernández Delgadillo was born in Aguascalientes, Mexico.	False |
| He is best known for his novel ""Los de Abajo.""	False |
| ""Los de Abajo"" is also known as ""The Underdogs.""	True |
| ""Los de Abajo"" is a novel.	False |
| ""Los de Abajo"" is a seminal work of Mexican literature.	False |
| The novel is a critique.	False |
| The novel is a critique of the Mexican Revolution.	False |
| The novel is a critique of the Mexican Revolution and its aftermath.	False |
| The novel is powerful.	False |
| Hernández Delgadillo's work is characterized by its social realism.	True |
| Hernández Delgadillo's work is characterized by its focus on the struggles of the working class.	True |
| He was a member of the Mexican Communist Party.	True |
| His political beliefs are reflected in his writing.	True |
| Hernández Delgadillo died.	True |
| Hernández Delgadillo died on September 14, 1971.	False |
| Hernández Delgadillo died in Mexico City.	False |
| Hernández Delgadillo died on September 14, 1971, in Mexico City.	False |
","| José Hernández Delgadillo is a writer. |
| José Hernández Delgadillo is a poet. |
| José Hernández Delgadillo was born on November 27, 1915. |
| José Hernández Delgadillo was born in Aguascalientes, Mexico. |
| He is best known for his novel ""Los de Abajo."" |
| ""Los de Abajo"" is a novel. |
| ""Los de Abajo"" is a seminal work of Mexican literature. |
| The novel is a critique. |
| The novel is a critique of the Mexican Revolution. |
| The novel is a critique of the Mexican Revolution and its aftermath. |
| The novel is powerful. |
| Hernández Delgadillo died on September 14, 1971. |
| Hernández Delgadillo died in Mexico City. |
| Hernández Delgadillo died on September 14, 1971, in Mexico City. |
"
Tell me a bio of Sandra Pisani,"Sandra Pisani is an Australian former field hockey player who competed in the 1984 Summer Olympics and the 1988 Summer Olympics. She was born on March 23, 1960, in Adelaide, Australia. Sandra started playing field hockey at a young age and quickly rose through the ranks to become a member of the Australian national team. She was a key player in the team that won the gold medal at the 1986 World Cup in Amsterdam. Sandra retired from international hockey after the 1988 Olympics. She has since been involved in coaching and is a strong advocate for women in sports.","| Sandra Pisani is Australian.	True |
| Sandra Pisani is a former field hockey player.	True |
| Sandra Pisani competed in the 1984 Summer Olympics.	True |
| Sandra Pisani competed in the 1988 Summer Olympics.	True |
| She was born on March 23, 1960.	False |
| She was born in Adelaide.	True |
| She was born in Australia.	True |
| Sandra started playing field hockey at a young age.	True |
| She quickly rose through the ranks.	True |
| She became a member of the Australian national team.	True |
| She was a key player.	True |
| She was in a team.	True |
| The team won the gold medal.	True |
| The gold medal was won at the 1986 World Cup.	False |
| The 1986 World Cup was in Amsterdam.	True |
| Sandra retired.	True |
| Sandra retired from international hockey.	True |
| Sandra retired after the 1988 Olympics.	False |
| She has been involved in coaching.	True |
| She is a strong advocate for women in sports.	True |
| She has since been involved in coaching and is a strong advocate for women in sports.	True |
","| She was born on March 23, 1960. |
| The gold medal was won at the 1986 World Cup. |
| Sandra retired after the 1988 Olympics. |
"
Tell me a bio of Chi Pu,"Chi Pu, also known as Phuong Chi Kieu, is a Vietnamese singer, actress, and television host. She was born on January 2, 1991, in Ho Chi Minh City, Vietnam. Chi Pu gained popularity through her music, with her debut single ""Anh La Ai"" released in 2014. She has since released several successful singles and albums, and has been recognized with various awards. In addition to her music career, Chi Pu has also acted in several films and television dramas, and has hosted numerous variety shows and events. She is known for her fashion sense and her active presence on social media, where she shares her life and work with her fans.","| Chi Pu is a Vietnamese.	True |
| Chi Pu is a singer.	True |
| Chi Pu is an actress.	True |
| Chi Pu is a television host.	False |
| Chi Pu is also known as Phuong Chi Kieu.	False |
| She was born on January 2, 1991.	False |
| She was born in Ho Chi Minh City.	False |
| She was born in Vietnam.	True |
| Chi Pu is a musician.	False |
| Chi Pu gained popularity through her music.	False |
| Chi Pu's debut single is ""Anh La Ai.""	False |
| ""Anh La Ai"" was released in 2014.	False |
| She has released several successful singles.	True |
| She has released several successful albums.	False |
| She has been recognized with various awards.	True |
| She has been recognized with awards for her work.	True |
| Chi Pu has a music career.	True |
| Chi Pu has acted in several films and television dramas.	True |
| Chi Pu has hosted numerous variety shows.	True |
| Chi Pu has hosted numerous events.	True |
| She is known for her fashion sense.	True |
| She is known for her active presence on social media.	True |
| She shares her life with her fans on social media.	True |
| She shares her work with her fans on social media.	True |
","| Chi Pu is a television host. |
| Chi Pu is also known as Phuong Chi Kieu. |
| She was born on January 2, 1991. |
| She was born in Ho Chi Minh City. |
| Chi Pu is a musician. |
| Chi Pu gained popularity through her music. |
| Chi Pu's debut single is ""Anh La Ai."" |
| ""Anh La Ai"" was released in 2014. |
| She has released several successful albums. |
"
Tell me a bio of Paul Anka,"Paul Anka is a Canadian singer, songwriter, and actor. He is best known for his hits ""Diana,"" ""Lonely Boy,"" and ""Put Your Head on My Shoulder."" Anka began his career in the 1950s and has since released more than 120 albums. He has written songs for artists such as Michael Jackson, Tom Jones, and Frank Sinatra. Anka has also acted in films and television shows, and he owns a restaurant in California.","| Paul Anka is Canadian.	True |
| Paul Anka is a singer.	True |
| Paul Anka is a songwriter.	True |
| Paul Anka is an actor.	True |
| He is best known for his hits.	True |
| One of his hits is ""Diana.""	True |
| One of his hits is ""Lonely Boy.""	True |
| One of his hits is ""Put Your Head on My Shoulder."".	True |
| Anka began his career in the 1950s.	True |
| Anka has released more than 120 albums.	True |
| Anka has released more than 120 albums since he began his career.	True |
| He has written songs.	True |
| He has written songs for Michael Jackson.	True |
| He has written songs for Tom Jones.	True |
| He has written songs for Frank Sinatra.	True |
| Anka has acted in films.	True |
| Anka has acted in television shows.	True |
| Anka owns a restaurant.	True |
| Anka's restaurant is located in California.	True |
",
"Tell me a bio of Felipe (footballer, born 1977)","
Felipe Melo de Carvalho, commonly known as Felipe Melo, is a Brazilian professional footballer who was born on June 26, 1977, in Volta Redonda, Brazil. He primarily plays as a defensive midfielder and is known for his aggressive style, physicality, and ability to win the ball.

Felipe Melo began his professional career with Flamengo in 1998. He later played for Cruzeiro, Grêmio, and Inter Milan, among other clubs. In 2015, he joined Palmeiras, where he became a key player and helped the team win several domestic titles, including the Brazilian Serie A in 2016 and 2018.

At the international level, Felipe Melo has represented Brazil in various tournaments, including the 2010 FIFA World Cup and the 2011 Copa América. He has earned over 20 caps for the national team and has scored 3 goals.

Felipe Melo is also known for his leadership qualities and has been a captain for several of the clubs he has played for.","| Felipe Melo de Carvalho is commonly known as Felipe Melo.	False |
| Felipe Melo is a Brazilian professional footballer.	False |
| Felipe Melo was born on June 26, 1977.	False |
| Felipe Melo was born in Volta Redonda, Brazil.	False |
| He primarily plays as a defensive midfielder.	False |
| He is known for his aggressive style.	False |
| He is known for his physicality.	False |
| He is known for his ability to win the ball.	False |
| Felipe Melo is a person.	False |
| Felipe Melo began his professional career.	False |
| Felipe Melo began his professional career with Flamengo.	False |
| Felipe Melo began his professional career with Flamengo in 1998.	False |
| He played for Cruzeiro.	False |
| He played for Grêmio.	False |
| He played for Inter Milan.	False |
| He played for other clubs.	True |
| He later played for Cruzeiro, Grêmio, and Inter Milan.	False |
| He later played for other clubs.	True |
| In 2015, he joined Palmeiras.	False |
| He became a key player.	True |
| He helped the team win several domestic titles.	True |
| The team won the Brazilian Serie A in 2016.	False |
| The team won the Brazilian Serie A in 2018.	False |
| Felipe Melo has represented Brazil.	False |
| Felipe Melo has represented Brazil at the international level.	False |
| Felipe Melo has represented Brazil in various tournaments.	False |
| Felipe Melo has represented Brazil in the 2010 FIFA World Cup.	False |
| Felipe Melo has represented Brazil in the 2011 Copa América.	False |
| He has earned over 20 caps for the national team.	False |
| He has scored 3 goals.	False |
| Felipe Melo is known for his leadership qualities.	False |
| Felipe Melo has been a captain.	False |
| Felipe Melo has been a captain for several clubs.	False |
| Felipe Melo has played for several clubs.	False |
","| Felipe Melo de Carvalho is commonly known as Felipe Melo. |
| Felipe Melo is a Brazilian professional footballer. |
| Felipe Melo was born on June 26, 1977. |
| Felipe Melo was born in Volta Redonda, Brazil. |
| He primarily plays as a defensive midfielder. |
| He is known for his aggressive style. |
| He is known for his physicality. |
| He is known for his ability to win the ball. |
| Felipe Melo is a person. |
| Felipe Melo began his professional career. |
| Felipe Melo began his professional career with Flamengo. |
| Felipe Melo began his professional career with Flamengo in 1998. |
| He played for Cruzeiro. |
| He played for Grêmio. |
| He played for Inter Milan. |
| He later played for Cruzeiro, Grêmio, and Inter Milan. |
| In 2015, he joined Palmeiras. |
| The team won the Brazilian Serie A in 2016. |
| The team won the Brazilian Serie A in 2018. |
| Felipe Melo has represented Brazil. |
| Felipe Melo has represented Brazil at the international level. |
| Felipe Melo has represented Brazil in various tournaments. |
| Felipe Melo has represented Brazil in the 2010 FIFA World Cup. |
| Felipe Melo has represented Brazil in the 2011 Copa América. |
| He has earned over 20 caps for the national team. |
| He has scored 3 goals. |
| Felipe Melo is known for his leadership qualities. |
| Felipe Melo has been a captain. |
| Felipe Melo has been a captain for several clubs. |
| Felipe Melo has played for several clubs. |
"
Tell me a bio of Neil Sinclair,"Neil Sinclair is a Scottish professional footballer who was born on August 2, 1975, in Glasgow, Scotland. He began his football career with Rangers in 1993, where he made his professional debut in a Scottish Premier Division match against Dundee United. Sinclair spent six years with Rangers, making over 100 appearances and scoring 21 goals. He also won several domestic honors, including three Scottish Premier Division titles, two Scottish Cups, and one League Cup.
In 1999, Sinclair moved to England to join Blackburn Rovers for a fee of £3.5 million. He spent three seasons at Ewood Park, making 64 appearances and scoring 10 goals. Sinclair then had brief spells with Preston North End, Cardiff City, and Wigan Athletic before returning to Scotland in 2005 to join Hibernian.
Sinclair retired from professional football in 2009, after a brief spell with Montrose. He has since worked as a football coach and pundit. Sinclair was also capped 10 times by Scotland, scoring one goal.","| Neil Sinclair is a Scottish professional footballer.	False |
| Neil Sinclair was born on August 2, 1975.	False |
| Neil Sinclair was born in Glasgow, Scotland.	False |
| He began his football career with Rangers.	False |
| He began his football career in 1993.	False |
| He made his professional debut with Rangers.	False |
| He made his professional debut in a Scottish Premier Division match.	False |
| He made his professional debut against Dundee United.	False |
| Sinclair spent six years with Rangers.	False |
| Sinclair made over 100 appearances with Rangers.	False |
| Sinclair scored 21 goals with Rangers.	False |
| He won several domestic honors.	True |
| He won three Scottish Premier Division titles.	False |
| He won two Scottish Cups.	False |
| He won one League Cup.	False |
| Sinclair moved to England in 1999.	False |
| Sinclair moved to join Blackburn Rovers.	False |
| Blackburn Rovers paid a fee of £3.5 million for Sinclair.	False |
| He spent time at Ewood Park.	False |
| He spent three seasons at Ewood Park.	False |
| He made 64 appearances.	False |
| He scored 10 goals.	False |
| Sinclair had brief spells with Preston North End.	False |
| Sinclair had brief spells with Cardiff City.	False |
| Sinclair had brief spells with Wigan Athletic.	False |
| Sinclair returned to Scotland in 2005.	False |
| Sinclair joined Hibernian in 2005.	False |
| Sinclair retired from professional football.	False |
| Sinclair retired in 2009.	False |
| Sinclair had a brief spell with Montrose.	False |
| He has worked as a football coach.	False |
| He has worked as a pundit.	True |
| Sinclair was capped 10 times.	False |
| Sinclair was capped by Scotland.	False |
| Sinclair scored one goal.	False |
","| Neil Sinclair is a Scottish professional footballer. |
| Neil Sinclair was born on August 2, 1975. |
| Neil Sinclair was born in Glasgow, Scotland. |
| He began his football career with Rangers. |
| He began his football career in 1993. |
| He made his professional debut with Rangers. |
| He made his professional debut in a Scottish Premier Division match. |
| He made his professional debut against Dundee United. |
| Sinclair spent six years with Rangers. |
| Sinclair made over 100 appearances with Rangers. |
| Sinclair scored 21 goals with Rangers. |
| He won three Scottish Premier Division titles. |
| He won two Scottish Cups. |
| He won one League Cup. |
| Sinclair moved to England in 1999. |
| Sinclair moved to join Blackburn Rovers. |
| Blackburn Rovers paid a fee of £3.5 million for Sinclair. |
| He spent time at Ewood Park. |
| He spent three seasons at Ewood Park. |
| He made 64 appearances. |
| He scored 10 goals. |
| Sinclair had brief spells with Preston North End. |
| Sinclair had brief spells with Cardiff City. |
| Sinclair had brief spells with Wigan Athletic. |
| Sinclair returned to Scotland in 2005. |
| Sinclair joined Hibernian in 2005. |
| Sinclair retired from professional football. |
| Sinclair retired in 2009. |
| Sinclair had a brief spell with Montrose. |
| He has worked as a football coach. |
| Sinclair was capped 10 times. |
| Sinclair was capped by Scotland. |
| Sinclair scored one goal. |
"
Tell me a bio of Peter Gallagher,"Peter Gallagher is an American actor and musician, best known for his role as Sandy Cohen in the television series ""The O.C."" He was born on August 19, 1955, in New York City, New York, USA. Gallagher has also appeared in numerous films such as ""While You Were Sleeping,"" ""American Beauty,"" and ""Center Stage."" In addition to his acting career, Gallagher is also a musician and has released several albums. He is married to Paula Harwood and they have two children together.","| Peter Gallagher is an American.	True |
| Peter Gallagher is an actor.	True |
| Peter Gallagher is a musician.	False |
| Peter Gallagher is best known for his role as Sandy Cohen.	True |
| Sandy Cohen is a character in the television series ""The O.C.""	True |
| ""The O.C."" is a television series.	True |
| He was born on August 19, 1955.	True |
| He was born in New York City.	True |
| He was born in New York.	True |
| He was born in the USA.	True |
| He was born in the United States.	True |
| Gallagher has appeared in numerous films.	True |
| Gallagher has appeared in ""While You Were Sleeping.""	True |
| ""While You Were Sleeping"" is a film.	True |
| Gallagher has appeared in ""American Beauty.""	True |
| ""American Beauty"" is a film.	True |
| Gallagher has appeared in ""Center Stage.""	True |
| ""Center Stage"" is a film.	True |
| Gallagher has an acting career.	True |
| Gallagher is a musician.	True |
| Gallagher has released several albums.	True |
| He is married to Paula Harwood.	True |
| They have two children together.	True |
","| Peter Gallagher is a musician. |
"
Tell me a bio of Joseph Kony,"Joseph Kony is a Ugandan guerrilla group leader, head of the Lord's Resistance Army (LRA), which has waged a bloody rebellion against the Ugandan government since 1987. Kony claims to be a spirit medium, and says he is guided by spirits which give him military advice. The LRA is infamous for its cruelty, including the use of child soldiers, and has abducted and forced thousands of children to fight for them. The LRA has also been accused of widespread human rights violations, including murder, abduction, sexual enslavement, and mutilation. The Ugandan military and several African countries, with support from the United States, have been trying to defeat the LRA for many years. Kony himself has been the subject of an international arrest warrant since 2005, but remains at large.","| Joseph Kony is Ugandan.	True |
| Joseph Kony is a guerrilla group leader.	True |
| Joseph Kony is the head of the Lord's Resistance Army (LRA).	True |
| The Lord's Resistance Army (LRA) has waged a rebellion.	True |
| The rebellion has been against the Ugandan government.	True |
| The rebellion began in 1987.	True |
| The rebellion has been bloody.	True |
| Kony claims to be a spirit medium.	True |
| Kony says he is guided by spirits.	True |
| The spirits give him military advice.	True |
| Kony claims the spirits give him military advice.	True |
| The LRA is infamous.	True |
| The LRA is infamous for its cruelty.	True |
| The LRA is infamous for including the use of child soldiers.	True |
| The LRA has abducted children.	True |
| The LRA has forced children to fight for them.	True |
| The LRA has abducted thousands of children.	True |
| The LRA has been accused of human rights violations.	True |
| The human rights violations include murder.	True |
| The human rights violations include abduction.	True |
| The human rights violations include sexual enslavement.	True |
| The human rights violations include mutilation.	True |
| The human rights violations are widespread.	True |
| The Ugandan military has been trying to defeat the LRA.	True |
| Several African countries have been trying to defeat the LRA.	True |
| The United States has been supporting efforts to defeat the LRA.	True |
| The Ugandan military and several African countries have been trying to defeat the LRA for many years.	True |
| The United States has been supporting the efforts of the Ugandan military and several African countries to defeat the LRA.	True |
| Kony has been the subject of an international arrest warrant.	True |
| The international arrest warrant has been since 2005.	True |
| Kony remains at large.	True |
",
Tell me a bio of Alfred Hitchcock,"Alfred Hitchcock was an English film director and producer, widely regarded as one of the most influential filmmakers in the history of cinema. Known as the ""Master of Suspense,"" he directed over 50 feature films in a career spanning six decades, including ""Psycho,"" ""The Birds,"" and ""Rear Window."" Hitchcock was born on August 13, 1899, in London, England, and died on April 29, 1980, in Bel Air, California. He is remembered for his innovative and psychological storytelling, as well as his distinctive visual style and use of humor in his films.","| Alfred Hitchcock was English.	True |
| Alfred Hitchcock was a film director.	True |
| Alfred Hitchcock was a producer.	False |
| Alfred Hitchcock is widely regarded as one of the most influential filmmakers.	True |
| Alfred Hitchcock is regarded as one of the most influential filmmakers in the history of cinema.	True |
| He is known as the ""Master of Suspense.""	True |
| He directed over 50 feature films.	True |
| His career spanned six decades.	True |
| Some of the films he directed include ""Psycho,"" ""The Birds,"" and ""Rear Window."".	True |
| Hitchcock was born on August 13, 1899.	True |
| Hitchcock was born in London, England.	True |
| Hitchcock died on April 29, 1980.	True |
| Hitchcock died in Bel Air, California.	True |
| He is remembered.	True |
| He is remembered for his innovative storytelling.	True |
| He is remembered for his psychological storytelling.	True |
| He is remembered for his distinctive visual style.	True |
| He is remembered for his use of humor in his films.	False |
","| Alfred Hitchcock was a producer. |
| He is remembered for his use of humor in his films. |
"
Tell me a bio of Dascha Polanco,"Dascha Polanco is an American actress, best known for her role as Dayanara Diaz on the Netflix series ""Orange Is the New Black."" Born on December 3, 1982, in the Dominican Republic, Polanco moved to the United States when she was a child. She studied psychology and nursing at Hunter College in New York City before pursuing a career in acting. Polanco has also appeared in several films, including ""The Cobbler"" and ""Joy."" In addition to her acting work, she is also an advocate for body positivity and women's rights.","| Dascha Polanco is an American.	False |
| Dascha Polanco is an actress.	True |
| Dascha Polanco is best known for her role as Dayanara Diaz.	True |
| Dayanara Diaz is a character on the Netflix series ""Orange Is the New Black."".	True |
| She was born on December 3, 1982.	True |
| She was born in the Dominican Republic.	True |
| Polanco moved to the United States.	True |
| Polanco moved to the United States when she was a child.	True |
| She studied psychology.	True |
| She studied nursing.	True |
| She studied at Hunter College.	True |
| Hunter College is in New York City.	True |
| She studied at Hunter College in New York City.	True |
| She pursued a career in acting.	True |
| Polanco has appeared in several films.	True |
| Polanco has appeared in ""The Cobbler.""	True |
| Polanco has appeared in ""Joy."".	True |
| She is an actress.	True |
| She is an advocate for body positivity.	True |
| She is an advocate for women's rights.	True |
","| Dascha Polanco is an American. |
"
