prompt,response,atoms,hallucinated atoms
Tell me a bio of Lali Espósito," 

Lali Espósito, known professionally as Lali, is an Argentine singer, songwriter, actress, and model. She was born on October 10, 1991, in Buenos Aires, Argentina.

Lali began her career in the entertainment industry at a young age, making her debut as an actress in the Argentine television series ""Rincón de Luz"" in 2003. She then went on to appear in several other TV shows and films, including ""Floricienta,"" ""Casi Ángeles,"" and ""Esperanza Mía.""

In 2013, Lali decided to pursue a music career","| Lali Espósito is an Argentine.	True |
| Lali Espósito is a singer.	True |
| Lali Espósito is a songwriter.	False |
| Lali Espósito is an actress.	True |
| Lali Espósito is a model.	True |
| She was born on October 10, 1991.	True |
| She was born in Buenos Aires.	True |
| She was born in Argentina.	True |
| Lali began her career in the entertainment industry.	True |
| Lali began her career at a young age.	True |
| Lali made her debut as an actress in ""Rincón de Luz.""	True |
| ""Rincón de Luz"" is an Argentine television series.	True |
| Lali made her debut in ""Rincón de Luz"" in 2003.	True |
| She appeared in several other TV shows and films.	True |
| She appeared in ""Floricienta.""	True |
| She appeared in ""Casi Ángeles.""	True |
| She appeared in ""Esperanza Mía.""	True |
| She went on to appear in several other TV shows and films after appearing in the mentioned ones.	True |
| In 2013, Lali decided to pursue.	True |
| In 2013, Lali decided to pursue a music career.	True |
","| Lali Espósito is a songwriter. |
"
Tell me a bio of Maddy Crippen," 

Maddy Crippen is an American competitive swimmer who specializes in the breaststroke and individual medley events. Here's her bio:

**Early Life and Education**

Madeline ""Maddy"" Crippen was born on May 24, 1980, in Philadelphia, Pennsylvania. She grew up in Conshohocken, Pennsylvania, with her parents, Patricia and Richard Crippen, and two siblings.

Crippen attended Germantown Academy in Fort Washington, Pennsylvania, where she began swimming competitively at the age of 10. During her high school years, she won multiple state championships and set several","| Maddy Crippen is an American.	True |
| Maddy Crippen is a competitive swimmer.	True |
| Maddy Crippen specializes in breaststroke events.	False |
| Maddy Crippen specializes in individual medley events.	True |
| The sentence introduces a biography.	True |
| The subject of the biography is female.	True |
| Early life	True |
| Education.	True |
| Madeline ""Maddy"" Crippen was born on May 24, 1980.	False |
| Madeline ""Maddy"" Crippen was born in Philadelphia.	True |
| Madeline ""Maddy"" Crippen was born in Pennsylvania.	True |
| She grew up in Conshohocken, Pennsylvania.	True |
| She grew up with her parents.	True |
| Her parents are Patricia and Richard Crippen.	False |
| She grew up with two siblings.	False |
| Crippen attended Germantown Academy.	True |
| Germantown Academy is located in Fort Washington, Pennsylvania.	True |
| Crippen began swimming competitively at the age of 10.	True |
| She won multiple state championships.	False |
| She won multiple state championships during her high school years.	True |
| She set several records.	True |
| She set several records during her high school years.	True |
","| Maddy Crippen specializes in breaststroke events. |
| Madeline ""Maddy"" Crippen was born on May 24, 1980. |
| Her parents are Patricia and Richard Crippen. |
| She grew up with two siblings. |
| She won multiple state championships. |
"
Tell me a bio of Francis Nicholson (painter)," 

Francis Nicholson (1753-1844) was an English painter, particularly known for his landscapes and watercolors. Born in Pickering, Yorkshire, England, he received early training from his father, who was also an artist.

Nicholson's artistic career began in the 1770s when he worked as a portrait painter in Leeds and later in London. However, it was his landscape paintings that brought him greater recognition and acclaim. He became a member of the Society of Artists in 1781 and exhibited his work regularly at their exhibitions.

In the late 18th century, Nicholson turned to watercolor painting, which became","| Francis Nicholson was born in 1753 and died in 1844.	True |
| Francis Nicholson was English.	True |
| Francis Nicholson was a painter.	True |
| Francis Nicholson was particularly known for his landscapes.	True |
| Francis Nicholson was particularly known for his watercolors.	True |
| He was born in Pickering, Yorkshire, England.	True |
| He received early training.	True |
| His father was an artist.	True |
| Nicholson's artistic career began in the 1770s.	False |
| Nicholson worked as a portrait painter.	True |
| Nicholson worked as a portrait painter in Leeds.	False |
| Nicholson worked as a portrait painter in London.	False |
| Nicholson worked as a portrait painter in Leeds and later in London.	False |
| He created landscape paintings.	True |
| His landscape paintings brought him greater recognition.	True |
| His landscape paintings brought him greater acclaim.	True |
| He became a member of the Society of Artists.	False |
| He became a member of the Society of Artists in 1781.	False |
| He exhibited his work regularly.	True |
| He exhibited his work regularly at the Society of Artists' exhibitions.	False |
| In the late 18th century, Nicholson turned to watercolor painting.	True |
| Watercolor painting became something for Nicholson.	True |
","| Nicholson's artistic career began in the 1770s. |
| Nicholson worked as a portrait painter in Leeds. |
| Nicholson worked as a portrait painter in London. |
| Nicholson worked as a portrait painter in Leeds and later in London. |
| He became a member of the Society of Artists. |
| He became a member of the Society of Artists in 1781. |
| He exhibited his work regularly at the Society of Artists' exhibitions. |
"
Tell me a bio of Will Voigt," 

Will Voigt is an American entrepreneur and investor, best known as the founder and CEO of Brigade, a civic technology company that aims to increase voter turnout and civic engagement. Here's a brief bio:

Early Life and Education:
Will Voigt was born in 1985 in San Francisco, California. He grew up in a family of entrepreneurs and developed an interest in politics and social issues from an early age. Voigt attended Harvard University, where he studied social studies and economics.

Career:
After graduating from Harvard, Voigt worked as a consultant at McKinsey & Company before moving to Google, where he served as a product manager.","| Will Voigt is an American.	True |
| Will Voigt is an entrepreneur.	False |
| Will Voigt is an investor.	False |
| Will Voigt is the founder of Brigade.	False |
| Will Voigt is the CEO of Brigade.	False |
| Brigade is a civic technology company.	False |
| Brigade aims to increase voter turnout.	False |
| Brigade aims to increase civic engagement.	False |
| Early life.	True |
| Education.	True |
| Will Voigt was born in 1985.	False |
| Will Voigt was born in San Francisco.	False |
| Will Voigt was born in California.	False |
| He grew up in a family of entrepreneurs.	False |
| He developed an interest in politics from an early age.	False |
| He developed an interest in social issues from an early age.	False |
| Voigt attended Harvard University.	False |
| Voigt studied social studies.	False |
| Voigt studied economics.	False |
| Voigt graduated from Harvard.	False |
| Voigt worked as a consultant at McKinsey & Company.	False |
| Voigt moved to Google.	False |
| Voigt served as a product manager at Google.	False |
","| Will Voigt is an entrepreneur. |
| Will Voigt is an investor. |
| Will Voigt is the founder of Brigade. |
| Will Voigt is the CEO of Brigade. |
| Brigade is a civic technology company. |
| Brigade aims to increase voter turnout. |
| Brigade aims to increase civic engagement. |
| Will Voigt was born in 1985. |
| Will Voigt was born in San Francisco. |
| Will Voigt was born in California. |
| He grew up in a family of entrepreneurs. |
| He developed an interest in politics from an early age. |
| He developed an interest in social issues from an early age. |
| Voigt attended Harvard University. |
| Voigt studied social studies. |
| Voigt studied economics. |
| Voigt graduated from Harvard. |
| Voigt worked as a consultant at McKinsey & Company. |
| Voigt moved to Google. |
| Voigt served as a product manager at Google. |
"
Tell me a bio of Josiah Maduabuchi," 

Josiah Maduabuchi is a Nigerian professional footballer who plays as a midfielder for Turkish Süper Lig club Çaykur Rizespor and the Nigeria national team.

Born on April 4, 1997, in Lagos, Nigeria, Maduabuchi began his professional career with local club, Adamawa United, before moving to Turkish club, Sivasspor, in 2017. He made his professional debut for Sivasspor on August 12, 2017, in a Süper Lig match against Gençlerbirliği.

In 2020, Maduabuchi joined Çaykur R","| Josiah Maduabuchi is a Nigerian.	True |
| Josiah Maduabuchi is a professional footballer.	True |
| Josiah Maduabuchi plays as a midfielder.	False |
| Josiah Maduabuchi plays for Çaykur Rizespor.	False |
| Çaykur Rizespor is a Turkish Süper Lig club.	False |
| Josiah Maduabuchi plays for the Nigeria national team.	True |
| Maduabuchi was born on April 4, 1997.	False |
| Maduabuchi was born in Lagos, Nigeria.	True |
| Maduabuchi began his professional career with Adamawa United.	False |
| Adamawa United is a local club.	False |
| Maduabuchi moved to Sivasspor in 2017.	False |
| Sivasspor is a Turkish club.	False |
| He made his professional debut.	True |
| He made his professional debut for Sivasspor.	False |
| He made his professional debut for Sivasspor on August 12, 2017.	False |
| The match was against Gençlerbirliği.	False |
| The match was a Süper Lig match.	False |
| In 2020, Maduabuchi joined Çaykur R.	False |
","| Josiah Maduabuchi plays as a midfielder. |
| Josiah Maduabuchi plays for Çaykur Rizespor. |
| Çaykur Rizespor is a Turkish Süper Lig club. |
| Maduabuchi was born on April 4, 1997. |
| Maduabuchi began his professional career with Adamawa United. |
| Adamawa United is a local club. |
| Maduabuchi moved to Sivasspor in 2017. |
| Sivasspor is a Turkish club. |
| He made his professional debut for Sivasspor. |
| He made his professional debut for Sivasspor on August 12, 2017. |
| The match was against Gençlerbirliği. |
| The match was a Süper Lig match. |
| In 2020, Maduabuchi joined Çaykur R. |
"
Tell me a bio of Thomas Jack," 

Thomas Jack is an Australian DJ, record producer, and remixer. He was born on August 2, 1993, in Bemboka, New South Wales, Australia.

Thomas Jack gained popularity in the mid-2010s with his unique tropical house sound, which blended elements of deep house, indie dance, and nu-disco. His music often features lush synths, catchy melodies, and laid-back beats.

In 2014, Thomas Jack released his debut single ""Final Speech"" on The Bearded Man, a sub-label of Armada Music. The track gained significant attention from the electronic music community and led","| Thomas Jack is a person.	True |
| Thomas Jack is Australian.	True |
| Thomas Jack is a DJ.	True |
| Thomas Jack is a record producer.	True |
| Thomas Jack is a remixer.	True |
| He was born on August 2, 1993.	False |
| He was born in Bemboka.	False |
| He was born in New South Wales, Australia.	True |
| Thomas Jack gained popularity in the mid-2010s.	True |
| Thomas Jack gained popularity with his unique tropical house sound.	True |
| Thomas Jack's unique sound blended elements of deep house, indie dance, and nu-disco.	True |
| His music often features lush synths.	True |
| His music often features catchy melodies.	True |
| His music often features laid-back beats.	True |
| In 2014, Thomas Jack released his debut single.	False |
| The debut single is called ""Final Speech.""	False |
| The debut single was released on The Bearded Man.	False |
| The Bearded Man is a sub-label of Armada Music.	True |
| The track gained significant attention.	True |
| The track gained attention from the electronic music community.	True |
| The track led to something.	True |
","| He was born on August 2, 1993. |
| He was born in Bemboka. |
| In 2014, Thomas Jack released his debut single. |
| The debut single is called ""Final Speech."" |
| The debut single was released on The Bearded Man. |
"
Tell me a bio of Ziaur Rahman," 

Ziaur Rahman (1936-1981) was a Bangladeshi politician and military officer who served as the 7th President of Bangladesh from 1977 until his assassination in 1981. Here's a brief biography:

Early Life:
Ziaur Rahman, also known as Zia, was born on January 19, 1936, in Bogra, Bengal Presidency, British India (now Bangladesh). He came from a middle-class family and was the third of five children. His father, Mansur Rahman, was a civil servant.

Education and Military Career:
Zia completed his secondary education at Bog","| Ziaur Rahman was born in 1936 and died in 1981.	True |
| Ziaur Rahman was Bangladeshi.	True |
| Ziaur Rahman was a politician.	True |
| Ziaur Rahman was a military officer.	True |
| Ziaur Rahman served as the 7th President of Bangladesh.	True |
| Ziaur Rahman served as the President of Bangladesh from 1977.	True |
| Ziaur Rahman was assassinated in 1981.	True |
| Ziaur Rahman was born on January 19, 1936.	True |
| Ziaur Rahman was born in Bogra.	False |
| Ziaur Rahman was born in Bengal Presidency, British India.	True |
| Bengal Presidency is now Bangladesh.	True |
| Ziaur Rahman is also known as Zia.	True |
| He came from a middle-class family.	True |
| He was the third child.	False |
| He was one of five children.	False |
| His father was Mansur Rahman.	True |
| His father was a civil servant.	False |
| Education is mentioned.	True |
| Military Career is mentioned.	True |
| Zia completed his secondary education.	True |
| Zia completed his secondary education at Bog.	False |
","| Ziaur Rahman was born in Bogra. |
| He was the third child. |
| He was one of five children. |
| His father was a civil servant. |
| Zia completed his secondary education at Bog. |
"
Tell me a bio of Loo Kum Zee," 

Loo Kum Zee is a Malaysian badminton player who has made significant contributions to the sport. Born on June 19, 1957, in Penang, Malaysia, Loo began playing badminton at a young age and quickly demonstrated exceptional talent.

Throughout his career, Loo Kum Zee won numerous titles and accolades. Some of his most notable achievements include:

1. **1982 Commonwealth Games**: Loo won the gold medal in men's singles, defeating England's Nick Yates in the final.
2. **1983 SEA Games**: He secured the gold medal in men's singles, solidifying his","| Loo Kum Zee is a Malaysian.	True |
| Loo Kum Zee is a badminton player.	False |
| Loo Kum Zee has made significant contributions to the sport.	True |
| Loo was born on June 19, 1957.	False |
| Loo was born in Penang, Malaysia.	False |
| Loo began playing badminton at a young age.	False |
| Loo quickly demonstrated exceptional talent in badminton.	False |
| Loo Kum Zee won titles.	False |
| Loo Kum Zee won numerous titles.	False |
| Loo Kum Zee won accolades.	True |
| Loo Kum Zee won numerous accolades.	True |
| Loo Kum Zee won titles and accolades.	True |
| Loo Kum Zee won numerous titles and accolades.	True |
| Loo Kum Zee won titles and accolades throughout his career.	False |
| The event is the 1982 Commonwealth Games.	False |
| Loo won a gold medal in men's singles.	False |
| Loo defeated England's Nick Yates in the final.	False |
| The event is the 1983 SEA Games.	False |
| He participated in men's singles.	False |
| He secured the gold medal in men's singles.	False |
","| Loo Kum Zee is a badminton player. |
| Loo was born on June 19, 1957. |
| Loo was born in Penang, Malaysia. |
| Loo began playing badminton at a young age. |
| Loo quickly demonstrated exceptional talent in badminton. |
| Loo Kum Zee won titles. |
| Loo Kum Zee won numerous titles. |
| Loo Kum Zee won titles and accolades throughout his career. |
| The event is the 1982 Commonwealth Games. |
| Loo won a gold medal in men's singles. |
| Loo defeated England's Nick Yates in the final. |
| The event is the 1983 SEA Games. |
| He participated in men's singles. |
| He secured the gold medal in men's singles. |
"
Tell me a bio of Patoranking," 

Patoranking is a Nigerian reggae-dancehall singer and songwriter. His real name is Patrick Nnaemeka Okorie, born on May 27, 1990, in Ijegun-Egba, Lagos State, Nigeria. He grew up in a polygamous family with his mother being one of the wives.

Patoranking's music career began in 2009 when he started performing at local shows and events in Lagos. He gained popularity after releasing his debut single ""Alubarika"" featuring Timaya in 2014. The song became a massive hit, topping various charts in Nigeria and beyond.

","| Patoranking is a person.	True |
| Patoranking is Nigerian.	True |
| Patoranking is a reggae-dancehall singer.	True |
| Patoranking is a songwriter.	True |
| His real name is Patrick Nnaemeka Okorie.	True |
| He was born on May 27, 1990.	True |
| He was born in Ijegun-Egba.	True |
| He was born in Lagos State, Nigeria.	False |
| He grew up in a polygamous family.	True |
| His mother was one of the wives.	True |
| Patoranking is a musician.	True |
| Patoranking's music career began in 2009.	False |
| Patoranking started performing at local shows.	True |
| Patoranking started performing at events in Lagos.	True |
| He gained popularity.	True |
| He released his debut single.	False |
| His debut single is ""Alubarika.""	False |
| ""Alubarika"" features Timaya.	True |
| The debut single was released in 2014.	False |
| The song became a massive hit.	True |
| The song topped various charts in Nigeria.	True |
| The song topped various charts beyond Nigeria.	True |
","| He was born in Lagos State, Nigeria. |
| Patoranking's music career began in 2009. |
| He released his debut single. |
| His debut single is ""Alubarika."" |
| The debut single was released in 2014. |
"
Tell me a bio of Richard Burton," 

Richard Burton (1925-1984) was a Welsh actor who is best known for his powerful stage presence and distinctive voice. Born on November 11, 1925, in Pontrhydyfen, Wales, to a family of coal miners, Burton was the 12th of 13 children. His early life was marked by poverty and hardship, but he found solace in reading and acting.

Burton's interest in acting began at an early age, and he joined the local drama club as a teenager. After serving in the Royal Air Force during World War II, he won a scholarship to study at Exeter","| Richard Burton was born in 1925.	True |
| Richard Burton died in 1984.	True |
| Richard Burton was Welsh.	True |
| Richard Burton was an actor.	True |
| Richard Burton is best known for his powerful stage presence.	True |
| Richard Burton is best known for his distinctive voice.	True |
| Burton was born on November 11, 1925.	False |
| Burton was born in Pontrhydyfen, Wales.	True |
| Burton was born to a family of coal miners.	True |
| Burton was the 12th child.	True |
| Burton was one of 13 children.	True |
| Burton was the 12th of 13 children.	True |
| His early life was marked by poverty.	True |
| His early life was marked by hardship.	True |
| He found solace in reading.	True |
| He found solace in acting.	True |
| Burton's interest in acting began at an early age.	True |
| Burton joined the local drama club.	True |
| Burton joined the local drama club as a teenager.	True |
| Burton's interest in acting began at an early age and he joined the local drama club as a teenager.	True |
| He served in the Royal Air Force.	True |
| He served in the Royal Air Force during World War II.	True |
| He won a scholarship.	True |
| He won a scholarship to study.	True |
| He won a scholarship to study at Exeter.	True |
| After serving in the Royal Air Force during World War II, he won a scholarship to study at Exeter.	True |
","| Burton was born on November 11, 1925. |
"
Tell me a bio of Guillermo Rigondeaux," 

Guillermo Rigondeaux Ortiz is a Cuban professional boxer who has held the WBA (Super) and Ring Magazine bantamweight titles since 2020. He previously held the WBO super bantamweight title from 2013 to 2015, and the WBA (Unified) super bantamweight title from 2012 to 2015.

Rigondeaux was born on September 30, 1980, in Santiago de Cuba, Cuba. He began boxing at the age of 10 and quickly became one of the most decorated amateur boxers in Cuban history, winning two Olympic gold","| Guillermo Rigondeaux Ortiz is Cuban.	True |
| Guillermo Rigondeaux Ortiz is a professional boxer.	True |
| Guillermo Rigondeaux Ortiz has held the WBA (Super) bantamweight title.	True |
| Guillermo Rigondeaux Ortiz has held the Ring Magazine bantamweight title.	False |
| Guillermo Rigondeaux Ortiz has held the titles since 2020.	False |
| He previously held the WBO super bantamweight title.	True |
| He held the WBO super bantamweight title from 2013 to 2015.	True |
| He previously held the WBA (Unified) super bantamweight title.	True |
| He held the WBA (Unified) super bantamweight title from 2012 to 2015.	True |
| Rigondeaux was born on September 30, 1980.	True |
| Rigondeaux was born in Santiago de Cuba.	True |
| Rigondeaux was born in Cuba.	True |
| He began boxing at the age of 10.	True |
| He quickly became one of the most decorated amateur boxers.	True |
| He quickly became one of the most decorated amateur boxers in Cuban history.	True |
| He won two Olympic gold medals.	True |
","| Guillermo Rigondeaux Ortiz has held the Ring Magazine bantamweight title. |
| Guillermo Rigondeaux Ortiz has held the titles since 2020. |
"
Tell me a bio of Shaolin (humorist)," 

Shaolin Fantastic, also known as the ""Supreme Allied Commander of Comedy,"" is an American comedian, actor, and writer. Born on February 4, 1975, in the Bronx, New York City, he grew up surrounded by the vibrant culture of hip-hop, which would later influence his comedic style.

Shaolin began his career in comedy during the late 1990s, performing stand-up in various clubs and open mics around New York City. His unique blend of humor, which combines witty observations, clever wordplay, and hilarious impressions, quickly gained him recognition within the comedy community.

In addition to his stand","| Shaolin Fantastic is known as the ""Supreme Allied Commander of Comedy.""	False |
| Shaolin Fantastic is an American.	False |
| Shaolin Fantastic is a comedian.	False |
| Shaolin Fantastic is an actor.	False |
| Shaolin Fantastic is a writer.	False |
| He was born on February 4, 1975.	False |
| He was born in the Bronx, New York City.	False |
| He grew up in the Bronx, New York City.	False |
| He grew up surrounded by the vibrant culture of hip-hop.	False |
| The vibrant culture of hip-hop influenced his comedic style.	False |
| Shaolin began his career in comedy.	True |
| Shaolin began his career in comedy during the late 1990s.	False |
| Shaolin began performing stand-up.	True |
| Shaolin began performing stand-up in various clubs.	True |
| Shaolin began performing stand-up in open mics.	False |
| Shaolin performed stand-up around New York City.	False |
| His humor is unique.	True |
| His humor combines witty observations.	True |
| His humor combines clever wordplay.	True |
| His humor combines hilarious impressions.	True |
| His humor quickly gained him recognition.	True |
| His humor gained him recognition within the comedy community.	True |
","| Shaolin Fantastic is known as the ""Supreme Allied Commander of Comedy."" |
| Shaolin Fantastic is an American. |
| Shaolin Fantastic is a comedian. |
| Shaolin Fantastic is an actor. |
| Shaolin Fantastic is a writer. |
| He was born on February 4, 1975. |
| He was born in the Bronx, New York City. |
| He grew up in the Bronx, New York City. |
| He grew up surrounded by the vibrant culture of hip-hop. |
| The vibrant culture of hip-hop influenced his comedic style. |
| Shaolin began his career in comedy during the late 1990s. |
| Shaolin began performing stand-up in open mics. |
| Shaolin performed stand-up around New York City. |
"
Tell me a bio of Jessie Mae Brown Beavers," 

Jessie Mae Brown Beavers (1926-1989) was an American educator, civil rights activist, and politician. Born in Talladega, Alabama, she grew up during the Great Depression and faced racial segregation and discrimination throughout her life.

Beavers earned her bachelor's degree from Talladega College and later received her master's degree from the University of Michigan. She began her teaching career in Detroit, Michigan, where she became involved in local politics and civil rights activism.

In 1965, Beavers became one of the first African American women to be elected to the Michigan State Legislature, serving three terms until 197","| Jessie Mae Brown Beavers was born in 1926 and died in 1989.	False |
| Jessie Mae Brown Beavers was an American.	True |
| Jessie Mae Brown Beavers was an educator.	False |
| Jessie Mae Brown Beavers was a civil rights activist.	True |
| Jessie Mae Brown Beavers was a politician.	False |
| She was born in Talladega, Alabama.	False |
| She grew up during the Great Depression.	True |
| She faced racial segregation.	True |
| She faced discrimination throughout her life.	True |
| Beavers earned her bachelor's degree from Talladega College.	False |
| Beavers later received her master's degree.	True |
| Beavers received her master's degree from the University of Michigan.	True |
| She began her teaching career.	False |
| She began her teaching career in Detroit, Michigan.	False |
| Detroit, Michigan is where she began her teaching career.	False |
| She became involved in local politics.	True |
| She became involved in civil rights activism.	True |
| She became involved in local politics and civil rights activism in Detroit, Michigan.	False |
| Beavers became one of the first African American women.	True |
| Beavers became one of the first African American women to be elected to the Michigan State Legislature.	False |
| Beavers was elected to the Michigan State Legislature in 1965.	False |
| Beavers served three terms in the Michigan State Legislature.	False |
| Beavers served in the Michigan State Legislature until 197_.	False |
","| Jessie Mae Brown Beavers was born in 1926 and died in 1989. |
| Jessie Mae Brown Beavers was an educator. |
| Jessie Mae Brown Beavers was a politician. |
| She was born in Talladega, Alabama. |
| Beavers earned her bachelor's degree from Talladega College. |
| She began her teaching career. |
| She began her teaching career in Detroit, Michigan. |
| Detroit, Michigan is where she began her teaching career. |
| She became involved in local politics and civil rights activism in Detroit, Michigan. |
| Beavers became one of the first African American women to be elected to the Michigan State Legislature. |
| Beavers was elected to the Michigan State Legislature in 1965. |
| Beavers served three terms in the Michigan State Legislature. |
| Beavers served in the Michigan State Legislature until 197_. |
"
Tell me a bio of Lennie Hayton," 

Lennie Hayton (1908-1971) was an American jazz pianist, composer, and arranger. Born Lester Hayes in New York City, he began playing piano at the age of six and went on to study music at the New York College of Music.

Hayton's professional career started in the 1920s, playing with various bands, including those led by Benny Goodman, Artie Shaw, and Red Norvo. In the 1930s, he became a prominent figure in the New York jazz scene, working as a freelance musician and arranger for top bands like the Dorsey Brothers and Benny Goodman","| Lennie Hayton lived from 1908 to 1971.	True |
| Lennie Hayton was American.	True |
| Lennie Hayton was a jazz pianist.	True |
| Lennie Hayton was a composer.	True |
| Lennie Hayton was an arranger.	True |
| He was born Lester Hayes.	False |
| He was born in New York City.	True |
| He began playing piano at the age of six.	True |
| He studied music.	True |
| He studied music at the New York College of Music.	False |
| He began studying music at the New York College of Music.	False |
| He began studying music at the New York College of Music after playing the piano at the age of six.	True |
| Hayton's professional career started in the 1920s.	True |
| Hayton played with various bands.	True |
| Hayton played with bands led by Benny Goodman.	True |
| Hayton played with bands led by Artie Shaw.	True |
| Hayton played with bands led by Red Norvo.	True |
| The person became a prominent figure in the New York jazz scene.	False |
| The person became a prominent figure in the New York jazz scene in the 1930s.	True |
| The person worked as a freelance musician.	False |
| The person worked as a freelance musician in the New York jazz scene.	False |
| The person worked as a freelance musician and arranger.	False |
| The person worked as a freelance musician and arranger for top bands.	False |
| The person worked as a freelance musician and arranger for bands like the Dorsey Brothers.	True |
| The person worked as a freelance musician and arranger for bands like Benny Goodman.	False |
","| He was born Lester Hayes. |
| He studied music at the New York College of Music. |
| He began studying music at the New York College of Music. |
| The person became a prominent figure in the New York jazz scene. |
| The person worked as a freelance musician. |
| The person worked as a freelance musician in the New York jazz scene. |
| The person worked as a freelance musician and arranger. |
| The person worked as a freelance musician and arranger for top bands. |
| The person worked as a freelance musician and arranger for bands like Benny Goodman. |
"
Tell me a bio of Ahmed Mumin Warfa,"

Ahmed Mumin Warfa is a Somali politician who served as the Minister of Petroleum and Mineral Resources of Somalia from 2017 to 2020. Here's a brief bio:

Early Life and Education:
Ahmed Mumin Warfa was born in 1966 in Mogadishu, Somalia. He hails from the Hawiye clan. Warfa holds a Bachelor's degree in Economics from the Somali National University and a Master's degree in International Relations from the University of Kent in the United Kingdom.

Career:
Warfa started his career in the early 1990s, working with various international organizations, including the United","| Ahmed Mumin Warfa is a Somali politician.	False |
| Ahmed Mumin Warfa served as the Minister of Petroleum and Mineral Resources.	False |
| Ahmed Mumin Warfa served as the Minister of Petroleum and Mineral Resources of Somalia.	False |
| Ahmed Mumin Warfa served as the Minister of Petroleum and Mineral Resources of Somalia from 2017 to 2020.	False |
| Early life.	True |
| Education.	True |
| Ahmed Mumin Warfa was born in 1966.	False |
| Ahmed Mumin Warfa was born in Mogadishu.	True |
| Ahmed Mumin Warfa was born in Somalia.	True |
| He hails from.	True |
| He hails from the Hawiye clan.	True |
| Warfa holds a Bachelor's degree in Economics.	False |
| Warfa holds a Bachelor's degree in Economics from the Somali National University.	False |
| Warfa holds a Master's degree in International Relations.	False |
| Warfa holds a Master's degree in International Relations from the University of Kent in the United Kingdom.	False |
| Warfa started his career.	True |
| Warfa started his career in the early 1990s.	True |
| Warfa worked with various international organizations.	True |
| The organizations Warfa worked with included the United Nations.	True |
","| Ahmed Mumin Warfa is a Somali politician. |
| Ahmed Mumin Warfa served as the Minister of Petroleum and Mineral Resources. |
| Ahmed Mumin Warfa served as the Minister of Petroleum and Mineral Resources of Somalia. |
| Ahmed Mumin Warfa served as the Minister of Petroleum and Mineral Resources of Somalia from 2017 to 2020. |
| Ahmed Mumin Warfa was born in 1966. |
| Warfa holds a Bachelor's degree in Economics. |
| Warfa holds a Bachelor's degree in Economics from the Somali National University. |
| Warfa holds a Master's degree in International Relations. |
| Warfa holds a Master's degree in International Relations from the University of Kent in the United Kingdom. |
"
Tell me a bio of Rachel Bilson," 

Rachel Bilson is an American actress born on August 25, 1981, in Los Angeles, California. She rose to fame in the early 2000s with her breakout role as Summer Roberts on the popular television series ""The O.C.""

Bilson's early life was marked by a strong connection to the entertainment industry. Her father, Danny Bilson, is a writer and director, and her mother, Janice Stango, is a sex therapist. She has two siblings, Rosemary and Hattie.

Before pursuing an acting career, Bilson attended Grossmont College in San Diego, where she studied film","| Rachel Bilson is an American actress.	True |
| Rachel Bilson was born on August 25, 1981.	True |
| Rachel Bilson was born in Los Angeles, California.	True |
| She rose to fame in the early 2000s.	True |
| She rose to fame with her breakout role.	True |
| Her breakout role was as Summer Roberts.	True |
| Her breakout role was on ""The O.C.""	True |
| ""The O.C."" is a popular television series.	True |
| Bilson's early life.	True |
| Bilson's early life was marked.	True |
| Bilson's early life was marked by a strong connection.	True |
| Bilson's early life was marked by a strong connection to the entertainment industry.	True |
| Her father is Danny Bilson.	True |
| Her father is a writer.	True |
| Her father is a director.	True |
| Her mother is Janice Stango.	True |
| Her mother is a sex therapist.	False |
| She has siblings.	True |
| She has two siblings.	True |
| One sibling is named Rosemary.	True |
| One sibling is named Hattie.	True |
| Bilson attended Grossmont College.	True |
| Bilson attended Grossmont College in San Diego.	True |
| Bilson studied film.	True |
| Bilson studied film while attending Grossmont College.	True |
","| Her mother is a sex therapist. |
"
Tell me a bio of Xi Jinping," 

Xi Jinping is the current President of the People's Republic of China, serving since 2013. He is also the General Secretary of the Communist Party of China and the Chairman of the Central Military Commission.

Early Life and Education:
Xi Jinping was born on June 15, 1953, in Beijing, China, to Xi Zhongxun, a communist veteran, and Qi Xin. His father was a high-ranking official who played a key role in the Chinese revolution. Xi Jinping grew up during the Cultural Revolution, and his family suffered greatly during that period. He was sent to work in the countryside as a teenager, where","| Xi Jinping is a person.	True |
| Xi Jinping is the current President of the People's Republic of China.	True |
| Xi Jinping has been serving as President since 2013.	True |
| He is the General Secretary of the Communist Party of China.	True |
| He is the Chairman of the Central Military Commission.	True |
| Early life.	True |
| Education.	True |
| Xi Jinping was born on June 15, 1953.	True |
| Xi Jinping was born in Beijing, China.	False |
| Xi Jinping's father is Xi Zhongxun, a communist veteran.	True |
| Xi Jinping's mother is Qi Xin.	True |
| His father was a high-ranking official.	True |
| His father played a key role in the Chinese revolution.	True |
| Xi Jinping grew up during the Cultural Revolution.	True |
| Xi Jinping's family suffered greatly during the Cultural Revolution.	True |
","| Xi Jinping was born in Beijing, China. |
"
