prompt,response,atoms,hallucinated atoms
Tell me a bio of Maja Jager," Maja Jager is a Norwegian singer, songwriter, and producer. She was born on May 20, 1996, in Oslo, Norway, and began her music career in 2015. Jager's music is a blend of pop, electronic, and soul, and she has gained a following for her powerful vocals and emotional lyrics. In 2018, she released her debut single, ""Hollow,"" which","| Maja Jager is Norwegian.	False |
| Maja Jager is a singer.	False |
| Maja Jager is a songwriter.	False |
| Maja Jager is a producer.	False |
| She was born on May 20, 1996.	False |
| She was born in Oslo, Norway.	False |
| She began her music career in 2015.	False |
| Jager's music is a blend.	False |
| Jager's music is a blend of pop, electronic, and soul.	False |
| Jager has gained a following.	True |
| Jager has gained a following for her powerful vocals and emotional lyrics.	False |
","| Maja Jager is Norwegian. |
| Maja Jager is a singer. |
| Maja Jager is a songwriter. |
| Maja Jager is a producer. |
| She was born on May 20, 1996. |
| She was born in Oslo, Norway. |
| She began her music career in 2015. |
| Jager's music is a blend. |
| Jager's music is a blend of pop, electronic, and soul. |
| Jager has gained a following for her powerful vocals and emotional lyrics. |
"
Tell me a bio of Richie Dorman," Richie Dorman is a talented and experienced actor from the United States. He was born on August 12, 1974, in New York City, New York, and grew up in a family of actors. Dorman's parents were both actors, and he began acting at a young age, appearing in local theater productions and television commercials.

Dorman attended the Juilliard School in New York City, where he","| Richie Dorman is an actor.	False |
| Richie Dorman is talented.	True |
| Richie Dorman is experienced.	True |
| Richie Dorman is from the United States.	False |
| He was born on August 12, 1974.	False |
| He was born in New York City, New York.	False |
| He grew up in a family of actors.	False |
| Dorman's parents were both actors.	False |
| Dorman began acting at a young age.	False |
| Dorman appeared in local theater productions.	False |
| Dorman appeared in television commercials.	False |
","| Richie Dorman is an actor. |
| Richie Dorman is from the United States. |
| He was born on August 12, 1974. |
| He was born in New York City, New York. |
| He grew up in a family of actors. |
| Dorman's parents were both actors. |
| Dorman began acting at a young age. |
| Dorman appeared in local theater productions. |
| Dorman appeared in television commercials. |
"
Tell me a bio of Braulio Lara," Braulio Lara is a Mexican artist and illustrator known for his vibrant and imaginative work. He was born in Guadalajara, Mexico in 1982 and began his career as a freelance illustrator in the early 2000s.

Lara's work is characterized by its bold colors and intricate details, often featuring fantastical creatures and landscapes. He has worked with a variety of","| Braulio Lara is a Mexican.	False |
| Braulio Lara is an artist.	False |
| Braulio Lara is an illustrator.	False |
| Braulio Lara is known for his vibrant work.	False |
| Braulio Lara is known for his imaginative work.	False |
| He was born in Guadalajara, Mexico.	False |
| He was born in 1982.	False |
| He began his career as a freelance illustrator.	False |
| He began his career in the early 2000s.	False |
| Lara's work is characterized by bold colors.	False |
| Lara's work is characterized by intricate details.	False |
| Lara's work often features fantastical creatures.	False |
| Lara's work often features fantastical landscapes.	False |
","| Braulio Lara is a Mexican. |
| Braulio Lara is an artist. |
| Braulio Lara is an illustrator. |
| Braulio Lara is known for his vibrant work. |
| Braulio Lara is known for his imaginative work. |
| He was born in Guadalajara, Mexico. |
| He was born in 1982. |
| He began his career as a freelance illustrator. |
| He began his career in the early 2000s. |
| Lara's work is characterized by bold colors. |
| Lara's work is characterized by intricate details. |
| Lara's work often features fantastical creatures. |
| Lara's work often features fantastical landscapes. |
"
Tell me a bio of Katherine Ryan," Katherine Ryan is a Canadian stand-up comedian, actress, and writer. She was born on June 21, 1983, in Toronto, Ontario, Canada. Ryan began her career as a stand-up comedian in 2005, performing at comedy clubs and festivals across Canada. She gained widespread attention in 2010 with her debut comedy special, ""Walking on the Ceiling,"" which was","| Katherine Ryan is Canadian.	True |
| Katherine Ryan is a stand-up comedian.	True |
| Katherine Ryan is an actress.	True |
| Katherine Ryan is a writer.	True |
| She was born on June 21, 1983.	False |
| She was born in Toronto.	False |
| She was born in Ontario.	True |
| She was born in Canada.	True |
| Ryan began her career as a stand-up comedian.	True |
| Ryan began her career as a stand-up comedian in 2005.	True |
| Ryan performed at comedy clubs.	True |
| Ryan performed at festivals.	True |
| Ryan performed at comedy clubs across Canada.	True |
| Ryan performed at festivals across Canada.	True |
| She gained widespread attention in 2010.	False |
| She gained attention with her debut comedy special.	True |
| Her debut comedy special is titled ""Walking on the Ceiling."".	False |
","| She was born on June 21, 1983. |
| She was born in Toronto. |
| She gained widespread attention in 2010. |
| Her debut comedy special is titled ""Walking on the Ceiling."". |
"
Tell me a bio of Matthew Perry," Matthew Perry is a Canadian-American actor and comedian, best known for his role as Chandler Bing on the popular television show ""Friends."" Born on August 19, 1969, in Williamstown, Massachusetts, Perry grew up in a Quaker family and was raised in a small town in Connecticut. He began his acting career in the early 1990s, appearing in small roles on television and in films. His breakout","| Matthew Perry is Canadian-American.	True |
| Matthew Perry is an actor.	True |
| Matthew Perry is a comedian.	True |
| Matthew Perry is best known for his role as Chandler Bing.	True |
| Chandler Bing is a character on the TV show ""Friends.""	True |
| ""Friends"" is a popular television show.	True |
| Perry was born on August 19, 1969.	True |
| Perry was born in Williamstown, Massachusetts.	True |
| Perry grew up in a Quaker family.	False |
| Perry was raised in a small town in Connecticut.	False |
| He began his acting career in the early 1990s.	True |
| He appeared in small roles on television.	True |
| He appeared in small roles in films.	True |
| He appeared in small roles on television and in films.	True |
","| Perry grew up in a Quaker family. |
| Perry was raised in a small town in Connecticut. |
"
Tell me a bio of Amr Shabana," Amr Shabana is a former Egyptian squash player who is widely regarded as one of the greatest players in the history of the sport. Born on November 1, 1982, in Cairo, Egypt, Shabana began playing squash at the age of 10 and quickly rose through the ranks of the Egyptian squash scene.

Shabana's professional career spanned over two decades, during which he won numerous titles,","| Amr Shabana is a former Egyptian squash player.	True |
| Amr Shabana is widely regarded as one of the greatest players in the history of the sport.	True |
| Shabana was born on November 1, 1982.	False |
| Shabana was born in Cairo, Egypt.	True |
| Shabana began playing squash at the age of 10.	False |
| Shabana quickly rose through the ranks.	True |
| Shabana quickly rose through the ranks of the Egyptian squash scene.	True |
| Shabana had a professional career.	True |
| Shabana's professional career spanned over two decades.	True |
| Shabana won numerous titles.	True |
| Shabana won numerous titles during his professional career.	True |
","| Shabana was born on November 1, 1982. |
| Shabana began playing squash at the age of 10. |
"
Tell me a bio of Sage Stallone," Sage Stallone was an American actor, director, and producer. He was born on May 6, 1976, in Los Angeles, California, to actors Sylvester Stallone and Sasha Czack. Stallone began acting at a young age, making his film debut in 1979 in the movie ""Rocky."" He went on to appear in several other films throughout the 1980s and 199","| Sage Stallone was an American.	True |
| Sage Stallone was an actor.	True |
| Sage Stallone was a director.	True |
| Sage Stallone was a producer.	True |
| He was born on May 6, 1976.	False |
| He was born in Los Angeles, California.	True |
| His parents are actors Sylvester Stallone and Sasha Czack.	True |
| Stallone began acting at a young age.	True |
| Stallone made his film debut in 1979.	False |
| Stallone made his film debut in the movie ""Rocky."".	False |
| He appeared in several films.	True |
| He appeared in films throughout the 1980s.	False |
| He appeared in films throughout the 1990s.	True |
","| He was born on May 6, 1976. |
| Stallone made his film debut in 1979. |
| Stallone made his film debut in the movie ""Rocky."". |
| He appeared in films throughout the 1980s. |
"
Tell me a bio of Abdulqawi Yusuf," Abdulqawi Yusuf is a renowned Somali politician and former Prime Minister of Somalia. He was born in 1947 in the town of Kismayo, in the southern region of Somalia. Yusuf studied law at the University of London and later earned a Ph.D. in international law from the University of Geneva.

Yusuf began his political career in the 1970s, serving as a member","| Abdulqawi Yusuf is a Somali.	True |
| Abdulqawi Yusuf is a politician.	False |
| Abdulqawi Yusuf is a renowned politician.	False |
| Abdulqawi Yusuf is a former Prime Minister.	False |
| Abdulqawi Yusuf was the former Prime Minister of Somalia.	False |
| He was born in 1947.	False |
| He was born in the town of Kismayo.	False |
| Kismayo is in the southern region of Somalia.	True |
| Yusuf studied law.	True |
| Yusuf studied law at the University of London.	False |
| Yusuf earned a Ph.D.	True |
| Yusuf earned a Ph.D. in international law.	True |
| Yusuf earned a Ph.D. from the University of Geneva.	True |
| Yusuf began his political career.	False |
| Yusuf began his political career in the 1970s.	True |
| Yusuf served as a member.	True |
| Yusuf began his political career in the 1970s and served as a member.	False |
","| Abdulqawi Yusuf is a politician. |
| Abdulqawi Yusuf is a renowned politician. |
| Abdulqawi Yusuf is a former Prime Minister. |
| Abdulqawi Yusuf was the former Prime Minister of Somalia. |
| He was born in 1947. |
| He was born in the town of Kismayo. |
| Yusuf studied law at the University of London. |
| Yusuf began his political career. |
| Yusuf began his political career in the 1970s and served as a member. |
"
Tell me a bio of Namita Gokhale," Namita Gokhale is an Indian writer, editor, and literary critic. She was born in 1950 in Dehradun, India and grew up in a family of writers and intellectuals. Gokhale studied English literature at Delhi University and later earned a Master's degree in English literature from the University of Oxford.

Gokhale began her literary career as a critic and editor, working for several publications including the Indian Express and the","| Namita Gokhale is an Indian.	True |
| Namita Gokhale is a writer.	True |
| Namita Gokhale is an editor.	True |
| Namita Gokhale is a literary critic.	False |
| She was born in 1950.	False |
| She was born in Dehradun, India.	False |
| She grew up in a family of writers.	True |
| She grew up in a family of intellectuals.	True |
| Gokhale studied English literature.	True |
| Gokhale studied at Delhi University.	True |
| Gokhale studied English literature at Delhi University.	True |
| Gokhale later earned a Master's degree.	True |
| Gokhale earned a Master's degree in English literature.	True |
| Gokhale earned a Master's degree in English literature from the University of Oxford.	False |
| Gokhale began her literary career.	True |
| Gokhale began her literary career as a critic.	False |
| Gokhale began her literary career as an editor.	True |
| Gokhale worked for several publications.	True |
| Gokhale worked for the Indian Express.	False |
| Gokhale worked for the Indian Express and the.	False |
","| Namita Gokhale is a literary critic. |
| She was born in 1950. |
| She was born in Dehradun, India. |
| Gokhale earned a Master's degree in English literature from the University of Oxford. |
| Gokhale began her literary career as a critic. |
| Gokhale worked for the Indian Express. |
| Gokhale worked for the Indian Express and the. |
"
Tell me a bio of Henryk Wieniawski," Henryk Wieniawski (1835-1880) was a Polish composer and violinist. Born in Lublin, he began studying the violin at the age of five and quickly became known for his exceptional talent. He went on to study at the Warsaw Conservatory and later in Germany, where he became influenced by the works of Beethoven and Mendelssohn.

Wieniawski's compositions are primarily for","| Henryk Wieniawski was born in 1835 and died in 1880.	True |
| Henryk Wieniawski was Polish.	True |
| Henryk Wieniawski was a composer.	True |
| Henryk Wieniawski was a violinist.	True |
| He was born in Lublin.	True |
| He began studying the violin at the age of five.	True |
| He quickly became known for his exceptional talent.	True |
| He went on to study at the Warsaw Conservatory.	False |
| He later studied in Germany.	False |
| He became influenced by the works of Beethoven.	True |
| He became influenced by the works of Mendelssohn.	True |
| He became influenced by the works of Beethoven and Mendelssohn while studying in Germany.	False |
| Wieniawski was a composer.	True |
| Wieniawski's compositions are primarily for something.	True |
","| He went on to study at the Warsaw Conservatory. |
| He later studied in Germany. |
| He became influenced by the works of Beethoven and Mendelssohn while studying in Germany. |
"
Tell me a bio of Heinrich Himmler," Heinrich Himmler was a German politician and member of the Nazi Party. He was born on October 7, 1900, in Munich, Germany, and was the head of the SS (Schutzstaffel), the Nazi Party's paramilitary organization, and a close associate of Adolf Hitler. Himmler played a significant role in the Nazi regime, overseeing the concentration camps and the genocide of Jews, Roman","| Heinrich Himmler was a German.	True |
| Heinrich Himmler was a politician.	True |
| Heinrich Himmler was a member of the Nazi Party.	True |
| He was born on October 7, 1900.	True |
| He was born in Munich, Germany.	True |
| He was the head of the SS (Schutzstaffel).	True |
| The SS is the Nazi Party's paramilitary organization.	True |
| He was a close associate of Adolf Hitler.	False |
| Himmler played a significant role in the Nazi regime.	True |
| Himmler oversaw the concentration camps.	True |
| Himmler oversaw the genocide of Jews.	True |
| Himmler oversaw the genocide of Roman.	True |
","| He was a close associate of Adolf Hitler. |
"
Tell me a bio of Jan-Michael Gambill," Jan-Michael Gambill is a professional tennis player from the United States. He was born on September 2, 1979, in Fort Lauderdale, Florida. Gambill has won three ATP Tour singles titles and has reached the quarterfinals of Grand Slam tournaments three times. He is known for his powerful serve and aggressive playing style. Gambill has been ranked as high as #13 in the world and has been a consistent","| Jan-Michael Gambill is a professional tennis player.	True |
| Jan-Michael Gambill is from the United States.	True |
| He was born on September 2, 1979.	False |
| He was born in Fort Lauderdale.	False |
| He was born in Florida.	False |
| Gambill has won three ATP Tour singles titles.	True |
| Gambill has reached the quarterfinals of Grand Slam tournaments three times.	True |
| He is known for his powerful serve.	False |
| He is known for his aggressive playing style.	True |
| Gambill has been ranked as high as #13 in the world.	False |
| Gambill has been ranked as high as #13 in the world in tennis.	False |
| Gambill has been a consistent player.	False |
","| He was born on September 2, 1979. |
| He was born in Fort Lauderdale. |
| He was born in Florida. |
| He is known for his powerful serve. |
| Gambill has been ranked as high as #13 in the world. |
| Gambill has been ranked as high as #13 in the world in tennis. |
| Gambill has been a consistent player. |
"
Tell me a bio of Muhammad Al-Hafiz," Muhammad Al-Hafiz (1909-1983) was a renowned Islamic scholar, jurist, and poet from India. He was born in the city of Hyderabad, India, and studied at the University of Hyderabad and the University of Aligarh. He later went on to pursue his studies in Islamic law and theology at the University of Madinah in Saudi Arabia, where he earned his doctorate","| Muhammad Al-Hafiz was born in 1909 and died in 1983.	False |
| Muhammad Al-Hafiz was an Islamic scholar.	False |
| Muhammad Al-Hafiz was a jurist.	False |
| Muhammad Al-Hafiz was a poet.	False |
| Muhammad Al-Hafiz was from India.	False |
| He was born in Hyderabad, India.	False |
| He studied at the University of Hyderabad.	False |
| He studied at the University of Aligarh.	False |
| He pursued studies in Islamic law.	True |
| He pursued studies in theology.	False |
| He pursued studies at the University of Madinah.	False |
| He pursued studies in Saudi Arabia.	True |
| He earned his doctorate.	False |
| He earned his doctorate at the University of Madinah.	False |
","| Muhammad Al-Hafiz was born in 1909 and died in 1983. |
| Muhammad Al-Hafiz was an Islamic scholar. |
| Muhammad Al-Hafiz was a jurist. |
| Muhammad Al-Hafiz was a poet. |
| Muhammad Al-Hafiz was from India. |
| He was born in Hyderabad, India. |
| He studied at the University of Hyderabad. |
| He studied at the University of Aligarh. |
| He pursued studies in theology. |
| He pursued studies at the University of Madinah. |
| He earned his doctorate. |
| He earned his doctorate at the University of Madinah. |
"
"Tell me a bio of Tracy Somerset, Duchess of Beaufort"," Tracy Somerset, Duchess of Beaufort, is a renowned British philanthropist, socialite, and member of the aristocracy. She was born into a wealthy family and has been involved in various charitable organizations throughout her life.

As a young woman, Tracy was known for her beauty and grace, and she was often sought after by society photographers. She was married to the Duke of Beaufort, a title that had been passed down through her","| Tracy Somerset is a person.	True |
| Tracy Somerset is Duchess of Beaufort.	True |
| Tracy Somerset is British.	True |
| Tracy Somerset is a philanthropist.	True |
| Tracy Somerset is a socialite.	False |
| Tracy Somerset is a member of the aristocracy.	True |
| She was born into a wealthy family.	True |
| She has been involved in charitable organizations.	True |
| She has been involved in various charitable organizations.	True |
| She has been involved in charitable organizations throughout her life.	True |
| Tracy was a young woman.	True |
| Tracy was known for her beauty.	True |
| Tracy was known for her grace.	True |
| Tracy was often sought after by society photographers.	True |
| She was married.	True |
| She was married to the Duke of Beaufort.	True |
| The Duke of Beaufort is a title.	True |
| The title of Duke of Beaufort had been passed down through her.	True |
","| Tracy Somerset is a socialite. |
"
Tell me a bio of Josh Mansour," Josh Mansour is an Australian professional rugby league footballer who plays as a winger for the Penrith Panthers in the National Rugby League (NRL). Born on May 15, 1993, in Sydney, New South Wales, Mansour began his career with the Panthers' under-20 side in 2012 before making his NRL debut in 2013. He has since become a regular member of the team and has represented","| Josh Mansour is Australian.	True |
| Josh Mansour is a professional rugby league footballer.	True |
| Josh Mansour plays as a winger.	True |
| Josh Mansour plays for the Penrith Panthers.	True |
| The Penrith Panthers is a team in the National Rugby League (NRL).	True |
| He was born on May 15, 1993.	False |
| He was born in Sydney, New South Wales.	True |
| He began his career with the Panthers' under-20 side in 2012.	True |
| He made his NRL debut in 2013.	False |
| He has become a regular member of the team.	True |
| He has represented the team.	True |
","| He was born on May 15, 1993. |
| He made his NRL debut in 2013. |
"
Tell me a bio of Carlos P. Romulo,"Carlos P. Romulo was a Filipino statesman and diplomat who served as President of the United Nations General Assembly from 1953 to 1954. He was born on March 10, 1899, in Tayabas, Quezon, Philippines and died on February 14, 1985, in Makati, Metro Manila, Philippines.
Romulo was educated at the Ateneo de Man","| Carlos P. Romulo was a Filipino.	True |
| Carlos P. Romulo was a statesman.	True |
| Carlos P. Romulo was a diplomat.	True |
| Carlos P. Romulo served as President of the United Nations General Assembly.	True |
| Carlos P. Romulo served as President of the United Nations General Assembly from 1953 to 1954.	False |
| He was born on March 10, 1899.	False |
| He was born in Tayabas, Quezon, Philippines.	False |
| He died on February 14, 1985.	False |
| He died in Makati, Metro Manila, Philippines.	False |
| Romulo was educated.	True |
| Romulo was educated at the Ateneo de Man.	False |
| Ateneo de Man is the school.	False |
","| Carlos P. Romulo served as President of the United Nations General Assembly from 1953 to 1954. |
| He was born on March 10, 1899. |
| He was born in Tayabas, Quezon, Philippines. |
| He died on February 14, 1985. |
| He died in Makati, Metro Manila, Philippines. |
| Romulo was educated at the Ateneo de Man. |
| Ateneo de Man is the school. |
"
