prompt,category,response
"Is 3617 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"3617 is a prime number.
 "
"Is 3137 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"3137 is a prime number.
```

## 3.2.2. Conversation

The following example shows a conversation with the bot. The user can ask for the factorization of a number, or ask if a number is a prime number.

```
 "
"Is 8089 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"8089 is a prime number.
 "
"Is 7487 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"7487 is a prime number.
  "
"Is 6301 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"6301 is not a prime number. 6301 = 29 * 217
  "
"Is 9199 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 9199 is not a prime number. Its factorization is 9199 = 7 * 13141.
```

### 3.2.2. `/is_prime`

This endpoint is used to check if a number is prime.

- URL: `/is_prime`
- Method: `POST`
- Parameters:
  - `number` (required): The number to"
"Is 2221 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"2221 is a prime number.
 "
"Is 18181 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"18181 is a prime number.
  "
"Is 8699 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"8699 is not a prime number. 8699 = 29 * 300
```

## 3.2.3. The Factorization of 10129¶

```
  "
"Is 7937 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"7937 is a prime number.
```

```
 "
"Is 12967 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"12967 is a prime number.
 "
"Is 4597 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"4597 is not a prime number. Its factorization is 4597 = 13 * 353.
```

The bot also supports the following queries:
- `<bot>: What is the nth prime number?`
- `<bot>: What is the nth prime number? n=10`
- `<bot>: What is the nth prime number? n=100`
- `"
"Is 4129 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"4129 is a prime number.
```

## Answer (0)

You can use the `factor` function in `gmp` package.

```
library(gmp)
is_prime <- function(n) {
  if (factor(n) == n) {
    return(""Yes"")
  } else {
    return(""No"")
  }
}
```

```
"
"Is 6427 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"6427 is a prime number.
```

### 2.2.2.1. Factoring a number¶

We can use the `factor()` function in the `math` module to factor a number. The `factor()` function takes a number as an argument and returns a list of its prime factors.

```
>>> import math
>>> math.factor(6427)
[6427]"
"Is 18587 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"18587 is not a prime number. It is the product of 29 and 641.
```

The bot can also answer questions about the number of divisors and the sum of divisors of a number:

```
 "
"Is 13219 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"13219 is not a prime number. Its factorization is 3 * 4407.
```

The bot can also answer questions about the properties of a number.

```
  "
"Is 13451 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"13451 is not a prime number. 13451 = 79 * 171.
```

## 2.2.2.4. Example: Addition¶

Here is a more complex example that uses a while loop to add a sequence of numbers. The user enters a list of numbers to be added, separated by spaces. The program adds the numbers and responds with the total.

```
"
"Is 17657 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No. 17657 is not a prime number. 
 "
"Is 19373 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"19373 is not a prime number. Its factors are 1, 19373.
```

## 1.10.2. Exercises¶

1. What happens if you try to factor a number that is not an integer?
2. What happens if you try to factor a number that is less than 1?
3. What happens if you try to factor a number that is less than 0?"
"Is 1601 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"1601 is a prime number.
```

The second example shows the use of a regular expression to recognize a phone number.

```
 "
"Is 4231 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 4231 is not a prime number. 4231 = 7 * 17 * 23.
```

### 10.2.1.1.1. Example 2¶

```
 "
"Is 15289 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"15289 is a prime number.
  "
"Is 10177 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"10177 is not a prime number. 10177 = 17 * 599.
```

In this case, the bot has responded with the factorization of 10177. If the bot had not known the factorization, it would have responded with “I don’t know”.

## 4. Conclusion

We have described the architecture of a bot that can answer questions about a variety"
"Is 11411 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 11411 is not a prime number.
 "
"Is 19121 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"19121 is a prime number.
  "
"Is 5479 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"5479 is a prime number.
 "
"Is 3821 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"3821 is not a prime number. 3821 = 17 * 225
```

### 1.2.10.2.1.3. Factorization of 3821¶

- Factorization of 3821: 3821 = 17 * 225
- Factorization: 3821 = 1 * 38"
"Is 4861 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"4861 is not a prime number. Its factors are 43 and 113.
  "
"Is 9419 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No. 137 x 683
 "
"Is 2647 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"2647 is a prime number.
 "
"Is 3671 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"3671 is a prime number.
```

```
 "
"Is 8447 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"8447 is a prime number.
  "
"Is 12301 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"Yes, 12301 is a prime number.
  "
"Is 14533 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"14533 is not a prime number. Its factors are 1, 13, 1119.
```

The bot also responds to a range of other questions, such as “What is the sum of the first 10 prime numbers?” and “What is the sum of the first 10 prime numbers whose digits are all odd?”

The bot is based on the prime-generating function from the paper “A"
"Is 13879 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"13879 is not a prime number. Its factors are 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, "
"Is 16249 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"16249 is not a prime number. Its factorization is 16249 = 13 * 1249.
```

The `human` and `bot` are the names of the two participants in the conversation. The `human` asks a question, and the `bot` answers.

### The `ask` function

The `ask` function is the main function in the `ask.py` file."
"Is 16729 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 16729 is not a prime number. It has the following factors: 1, 29, 373, 5821, 16729.
```

## 5.3.6.2. Problems¶

1. Define a function that takes a number and returns `True` if it is prime and `False` otherwise.
2. Define a function that takes a number"
"Is 19997 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"19997 is not a prime number. Its factorization is 19 * 1052.
 "
"Is 1559 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"1559 is a prime number.
```

The above example shows the bot’s response to the user’s question about the primality of 1559. The bot responds that 1559 is a prime number.

```
 "
"Is 15299 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"15299 is not a prime number. It is divisible by 15299 and 1.
```

```
  "
"Is 19231 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"19231 is a prime number.
```

### Example 2:
```
 "
"Is 6983 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"6983 is not a prime number. Its factors are 1, 13, 539, and 6983.
```

The bot can also answer questions about primes in the form of a range.

```
  "
"Is 14347 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"14347 is a prime number.
  "
"Is 9067 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 9067 is not a prime number. It has the following factors: 1, 9067.
```

The bot is able to respond to the question and provide a correct answer. The bot is also able to answer the question “Is 9067 a prime number?” with the same answer. The bot is able to answer the question “Is 9067 a prime number?” with the same answer.

##"
"Is 6581 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"6581 is not a prime number. It is the product of 7 and 13.
```

The bot can also respond to a user’s question about whether a number is a prime number. The bot can also respond to a user’s question about whether a number is a prime number. The bot can also respond to a user’s question about whether a number is a prime number. The bot can also respond to a user’s question about"
"Is 11981 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No. 11981 = 17 * 7051.
```

The bot can also solve equations, but it does not always get the right answer.

```
 "
"Is 15859 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"15859 is a prime number.
  "
"Is 18731 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 18731 is not a prime number. Its factorization is 18731 = 18731.
```

### 3.3.2.3.2. `is_prime_number`

This predicate determines whether a number is prime or not.

```
  "
"Is 12037 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"Yes, 12037 is a prime number.
  "
"Is 10463 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 10463 is not a prime number. 
  "
"Is 16529 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"Yes.
  "
"Is 4447 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 4447 is not a prime number. Its factors are 3, 14821.
```

## Answer (1)

The problem is that the `factors` function does not return anything.

```
factors :: Int -> [Int]
factors n = factors' n 2
  where factors' n f
          | n == f    = [n]
          | n `mod"
"Is 9491 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"9491 is not a prime number. It is the product of 29 and 327.
```

## 3.10.2.3.2. The Factorization Problem¶

The factorization problem is the problem of finding the prime factors of a given integer.

The factorization problem is in NP, since a witness for the factorization of an integer \\(n\\) is a prime factor \\(p\\"
"Is 14083 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"14083 is a prime number.
  "
"Is 11617 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"11617 is not a prime number. It is a composite number.
  "
"Is 8623 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"8623 is not a prime number. 
 "
"Is 8821 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"8821 is a prime number.
 "
"Is 3121 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"3121 is not a prime number. It has the following factors: 29 * 107.
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 "
"Is 9787 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 9787 is not a prime number. Its factorization is 9787 = 7 * 13981.
  "
"Is 2393 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"2393 is a prime number.
```

## 5.2.2.2.4. Lists¶

The list data type has some more methods. Here are some of the most common ones:

- `list.append(x)`: Add an item to the end of the list. A lot like the `push` operation for stacks.
- `list.extend(seq)`: Add all the items in"
"Is 4253 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"4253 is a prime number.
```

#### 2.2.2.2.2.2.3.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2"
"Is 16033 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"16033 is a prime number.
```

### Example 2

```
  "
"Is 2731 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 2731 is not a prime number. Its prime factorization is 2731 = 23 x 119.
```

#### 2.3.3.2.4.3.6.3.1.3.2.2.2.3.3.3.3.3.3.3.3.3.3.3.3.3.3.3.3.3."
"Is 19973 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"19973 is not a prime number. 19973 = 3 * 6657
  "
"Is 5233 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"5233 is a prime number.
```

In the above example, the user asked a yes/no question, so the bot responds with a yes or no answer. The user then asked a follow-up question, so the bot responded with the factorization of 5233.

### Question-Answering

Question-answering is the task of answering a question based on a given context. For example, given the following"
"Is 16633 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No. 2 * 8316.5.
 "
"Is 16831 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"16831 is a prime number.
```

### 3.2.1.2. Probability

The probability of a given event is the number of outcomes of that event divided by the number of all possible outcomes. For example, the probability of rolling a 1 on a 6-sided die is 1/6.

To find the probability of an event, we can use the following formula:

```
"
"Is 19961 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"19961 is not a prime number. It is the product of 17 and 11741.
```

### 4.3.4.1.1.3. Probability¶

- Problem:
- Discussion:
- Solution:
- Discussion:
- Solution:
- Discussion:
- Solution:
- Discussion:
- Solution:
- Discussion:
- Solution"
"Is 3209 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"3209 is not a prime number. 
 "
"Is 17489 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 17489 is not a prime number. It is the product of 109 and 161.
  "
"Is 6317 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"6317 is a prime number.
  "
"Is 12547 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"12547 is a prime number.
```

### 2.3.2.2.2.1. Factorization¶

```
 "
"Is 16253 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"16253 is not a prime number. Its factorization is 16253 = 73 x 223.
```

## 1.3.3.3.2. Testing¶

### 1.3.3.3.2.1. Testing the `is_prime` function¶

The `is_prime` function is the only function in the module `prime_functions`. To"
"Is 11467 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"11467 is not a prime number. 11467 = 3 * 3823
```

### 2.2.3. Factorization of a Number

```
  "
"Is 3547 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 3547 is not a prime number. It has the following factorization: 3547 = 7 * 507.
  "
"Is 12959 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"12959 is not a prime number. Its factorization is 12959 = 7 * 1851.
  "
"Is 13171 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"13171 is a prime number.
```

##### 2.1.2.3.2.2.3.2.4.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2"
"Is 17707 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"17707 is not a prime number. 
 17707 = 3 * 5903
```

In this example, the bot correctly responded with a no and provided the factorization of 17707.

The bot also has the ability to find the prime factorization of a number.

```
 "
"Is 19403 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"19403 is not a prime number. Its factorization is 7 * 2771.
 "
"Is 2011 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"2011 is not a prime number. Its factors are 1, 19, 101, and 2011.
  "
"Is 8629 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"8629 is not a prime number. It is the product of 19 and 454.
```

## Conclusion

In this post, we have looked at how to implement a chatbot that can answer simple questions about numbers. We have also seen how to use the `ChatBot` class to create a simple chatbot.

The chatbot we have created is just a simple example. You can use the same approach to create more"
"Is 9221 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"9221 is not a prime number. It is the product of 13 and 709.
  "
"Is 10781 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"10781 is not a prime number. It is a composite number. 10781 = 10781.
```

The bot is able to answer the question correctly. However, the bot is not able to answer the question “Is 10781 a prime number? First, respond with yes or no. If no, then provide its factorization.”. The bot is not able to understand the question.

"
"Is 17923 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 17923 is not a prime number. Its factorization is 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * 3 * "
"Is 7489 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 7489 is not a prime number.
  "
"Is 8111 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"8111 is not a prime number. It has the following factorization: 8111 = 3 x 27037.
```

```
 "
"Is 2801 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"2801 is not a prime number. Its factorization is 13 * 217.
```

## 10.10.3. Further Reading¶

- Natural Language Processing with Python, by Steven Bird, Ewan Klein, and Edward Loper
- Speech and Language Processing, by Daniel Jurafsky and James H. Martin
- Foundations of Statistical Natural Language Processing, by Christopher D."
"Is 10973 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"10973 is a prime number.
  "
"Is 7237 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"7237 is a prime number.
 "
"Is 5351 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"5351 is a prime number.
 "
"Is 14057 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No. 2 * 5 * 14057
```

The bot also supports some other arithmetic operations.

```
 "
"Is 7691 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"7691 is a prime number.
  "
"Is 17383 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"17383 is not a prime number. It is the product of 17 and 1023.
  "
"Is 19433 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 19433 is not a prime number. Its factorization is 19433 = 13 * 1495.
```

## Conclusion

In this article, we have introduced a new technique for building chatbots that can reason about mathematical problems. The approach is based on a novel combination of deep learning and symbolic reasoning. We have demonstrated the effectiveness of this approach on a range of problems, including solving algebra"
"Is 15307 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"15307 is not a prime number. It has the following factors: 1, 7, 1093, 1093.
```

The following is a more advanced example of a conversation between a human and a bot. The human asks the bot to explain the concept of a prime number. The bot responds with a definition and an example. The human then asks the bot to generate a list of prime numbers. The bot respon"
"Is 10093 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"10093 is a prime number.
```

### 3.2.3.1.2. Factoring¶

The factoring problem is to find the factors of a given integer. This is a much more difficult problem than primality testing, and there is no known algorithm that can factor all integers in polynomial time. The best known algorithm is the general number field sieve, which works in subexponential time.

In this"
"Is 18433 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"18433 is a prime number.
```

### 10.2.1.4.2.2. `"
"Is 13537 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"13537 is a prime number.
```

#### 3.3.2.3.3.3.4.3.4.3.5.3.6.3.7.3.8.3.9.3.10.3.11.3.12.3.13.3.14.3.15.3.16.3.17.3.18"
"Is 18839 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"18839 is a prime number.
  "
"Is 9337 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 9337 is not a prime number. Its factorization is 1 x 9337.
  "
"Is 16561 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No. 16561 = 127 * 131.
```

The above example shows a simple interaction with the bot. The bot can also be used to answer questions such as:

```
  "
"Is 2459 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"2459 is not a prime number. Its factors are 1, 13, 19, and 2459.
```

### 1.2.2.2.3. `is_prime`¶

The `is_prime` function takes an integer and returns a boolean.

```
>>> is_prime(2)
True
>>> is_prime(10)
False
```"
"Is 14143 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"14143 is not a prime number. Its factorization is 14143 = 13 * 1087.
```

### 2.2.2.4.2. 2-D Tables¶

The `table` command is used to create a 2-D table of values. The first argument is the number of rows, the second is the number of columns, and the third is the expression"
"Is 15233 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"15233 is a prime number.
  "
"Is 11159 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"11159 is not a prime number. Its factorization is 7 * 15941.
  "
"Is 1321 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"1321 is not a prime number. Its factors are 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1"
"Is 11897 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"11897 is not a prime number. It is the product of 13 and 17.
```

## 1.4.1.2. Exercise: Prime Factorization¶

Write a program that takes a number as input and returns its prime factorization.

Hint: Use the `is_prime` function you wrote earlier.

## 1.4.1.3. Exercise: GCD¶"
"Is 4799 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"4799 is not a prime number. Its factorization is 17 * 287.
```

## 4.1.1.2. Testing the chatbot¶

To test the chatbot, we can use the `chatbot.test()` method. This method takes a list of test cases as input, where each test case is a dictionary with two keys: `input` and `output`. The `input` key"
"Is 6637 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No, 6637 is not a prime number. It is the product of the following two numbers: 7, 948.
```

## 3.4.3.1. Example¶

The following example shows how to use the `is_prime` function to determine if a number is prime.

```
>>> is_prime(10)
False
>>> is_prime(13)
True
``"
"Is 12781 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"12781 is a prime number.
 "
"Is 14519 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"14519 is not a prime number. Its factorization is 13 * 1117.
```

The bot will also respond to questions about whether a number is a perfect square:

```
 "
"Is 18097 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"No. Factorization: 18097 = 17 * 10643
```

#### 1.2.3.2.2.4.2. `is_prime`

This function checks whether the given integer is a prime number.

```
  "
"Is 1171 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"1171 is a prime number.
  "
"Is 6073 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"6073 is not a prime number. Its factors are 1, 6073.
```

## 10.3.1. Exercises¶

1. Create a new bot that responds to the user’s question by providing a list of the prime factors of the number.
2. Create a new bot that responds to the user’s question by providing a list of the prime factors of the number, and also"
"Is 12799 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"12799 is a prime number.
```

### Example 2

```
  "
"Is 3259 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"3259 is not a prime number. It is a composite number. The prime factorization of 3259 is 7 * 17 * 23.
 "
"Is 18367 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"18367 is a prime number.
 "
"Is 3607 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"3607 is a prime number.
 "
"Is 15101 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"15101 is not a prime number. Its factorization is 15101 = 13 * 1161.
```

### 2.3.3.2.4. Example: Checking a Factorization¶

We can also use `is_prime` to check a factorization. For example, suppose we want to check that 13 is a prime factor of 15101."
"Is 8293 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality,"8293 is not a prime number. 8293 = 23 * 359
  "
